name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Shana Dobson,200,0,0,0,0,0,100,12,0,,140000551
Alistair Overeem,900,0,160,75,0,0,200,289,200,,140000287
Martin Day,0,0,0,0,0,0,100,45,0,,140000871
Antonio Carlos Junior,0,450,160,0,0,0,125,88,0,,
Nik Lentz,300,180,560,0,140,0,225,271,0,,140000079
Vinicius Moreira,0,0,0,0,0,0,100,0,0,,140000010
Tom Breese,400,0,80,0,0,0,75,81,0,,140000749
Markus Perez,0,180,0,0,0,0,125,2,0,,140000039
Jacob Kilburn,0,0,0,0,0,0,50,0,0,,140000838
Anthony Pettis,300,360,240,0,70,0,225,108,150,,140000220
Vanessa Melo,0,0,80,0,0,0,75,12,0,,140000612
Sarah Moras,100,90,80,0,0,0,150,28,0,,140000320
Carlton Minus,0,0,0,0,0,0,50,0,0,,140001005
Junior Dos Santos,1000,0,400,0,0,0,200,534,300,,140000172
Peter Barrett,0,0,0,0,0,0,50,0,0,,140000574
Jose Quinonez,0,90,320,0,0,0,100,92,0,,
Matt Wiman,200,270,400,0,0,0,200,170,0,,140000414
Spike Carlyle,100,0,0,0,0,0,50,18,0,,140000900
Rachael Ostovich,0,90,0,0,0,0,75,1,0,,140000018
Alan Jouban,400,0,320,0,0,0,125,243,0,,140000262
Paul Felder,400,90,160,0,140,0,150,101,50,,140000096
Geraldo de Freitas,0,0,80,0,0,0,50,55,0,,140000031
Claudia Gadelha,0,90,320,0,140,0,125,109,25,,140000441
Bevon Lewis,0,0,80,0,0,0,75,38,0,,140000393
Anderson Silva,1100,270,240,0,0,0,175,294,375,,140000073
Eduardo Garagorri,0,0,80,0,0,0,50,37,0,,140000540
Jack Marshman,100,0,80,0,70,0,125,6,0,,140000187
Cole Williams,0,0,0,0,0,0,50,0,0,,140000516
Khabib Nurmagomedov,200,450,480,0,0,0,0,410,100,,140000601
Justin Ledet,0,90,80,0,70,0,100,54,0,,140000044
Liliya Shakirova,0,0,0,0,0,0,25,1,0,,140001060
Stefan Struve,500,540,80,75,0,0,275,102,50,,140000121
Alexander Yakovlev,100,90,80,0,0,0,150,17,0,,140000273
James Krause,300,180,320,0,0,0,100,219,0,,140000651
John Phillips,100,0,0,0,0,0,125,4,0,,140000186
Gadzhimurad Antigulov,0,180,0,0,0,0,100,10,0,,140000270
Ali AlQaisi,0,0,0,0,0,0,50,14,0,,140000979
Germaine de Randamie,300,90,160,0,70,0,50,90,75,,140000471
Dequan Townsend,0,0,0,0,0,0,100,0,0,,140000433
Jessin Ayari,0,0,0,0,70,0,75,23,0,,140000868
Diego Sanchez,600,0,720,0,210,0,325,330,25,,140000131
Jeff Hughes,0,0,0,0,0,0,75,0,0,,140000155
Khadis Ibragimov,0,0,0,0,0,0,100,10,0,,140000584
Mirsad Bektic,200,90,80,75,70,0,100,112,0,,140000469
Mara Romero Borella,0,90,0,0,70,0,125,18,0,,140000038
Irwin Rivera,0,0,0,0,70,0,50,0,0,,140000909
Brok Weaver,0,0,0,0,0,0,50,0,0,,140000547
Anthony Ivy,0,0,0,0,0,0,50,0,0,,140000912
Zelim Imadaev,0,0,0,0,0,0,75,17,0,,140000256
Cole Smith,0,0,80,0,0,0,50,23,0,,140000311
Ricardo Lamas,400,270,320,0,0,0,150,149,50,,140000395
Austin Springer,0,0,0,0,0,0,25,0,0,,140000771
Hannah Cifers,0,0,80,0,70,0,125,56,0,,140000125
Daniel Cormier,300,360,240,0,70,0,75,270,225,,140000559
John Dodson,500,0,240,0,70,0,175,123,75,,140000115
Frankie Saenz,0,0,240,0,140,0,125,116,0,,140000206
Rogerio Nogueira,400,0,80,0,70,0,175,107,25,,140000342
Fabricio Werdum,400,360,320,0,0,0,150,321,175,,140000720
Peter Sobotta,100,90,160,0,0,0,150,80,0,,140000717
Raphael Pessoa,0,0,80,0,0,0,50,5,0,,140000533
Joe Duffy,100,180,80,0,0,0,100,35,0,,140000182
Nad Narimani,0,0,160,0,0,0,50,51,0,,140000174
Brett Johns,0,180,240,0,0,0,50,39,0,,140000735
Davi Ramos,0,270,80,0,0,0,75,36,0,,140000361
Chris Fishgold,0,90,0,0,0,0,75,7,0,,140000109
Paige VanZant,200,180,80,0,0,0,100,126,50,,140000017
Danny Henry,0,90,80,0,0,0,50,28,0,,140000179
Roman Bogatov,0,0,0,0,0,0,25,0,0,,140000920
Lyman Good,300,0,0,0,0,0,75,82,0,,140000048
Brianna Fortino,0,0,80,0,0,0,25,49,0,,140000458
Max Rohskopf,0,0,0,0,0,0,25,0,0,,140000917
Mark De La Rosa,0,90,0,0,70,0,125,17,0,,140000223
Anthony Rocco Martin,100,270,400,0,0,0,150,114,0,,140000161
Charles Byrd,0,90,0,0,0,0,75,25,0,,140000129
Jussier Formiga,0,270,480,0,0,0,175,21,0,,140000214
Evan Dunham,100,90,400,0,210,0,225,502,0,,140000722
Ray Borg,0,180,400,0,0,0,125,86,25,,140000226
Yoel Romero,700,0,80,0,70,0,100,122,125,,140000555
Aleksei Kunchenko,0,0,160,0,0,0,50,67,0,,140000535
Saparbeg Safarov,0,0,80,0,0,0,75,59,0,,140000180
Gabriel Silva,0,0,0,0,0,0,50,0,0,,140000484
Ismail Naurdiev,0,0,160,0,0,0,50,122,0,,140000104
Magomed Mustafaev,200,0,0,0,0,0,50,18,0,,140000268
Ben Sosoli,0,0,0,0,0,0,25,0,0,,140000573
Callan Potter,0,0,80,0,0,0,50,0,0,,140000055
Emil Meek,0,0,80,0,0,0,75,33,0,,140000660
Corey Anderson,300,0,560,0,0,0,125,362,25,,140000643
Juan Adams,100,0,0,0,0,0,75,85,0,,140000313
Darko Stosic,100,0,0,0,0,0,75,15,0,,
Dooho Choi,300,0,0,0,0,0,75,22,25,,140000661
Pingyuan Liu,0,0,80,0,70,0,50,13,0,,
Dong Hyun Ma,100,0,80,0,70,0,125,32,0,,140000063
Suman Mokhtarian,0,0,0,0,0,0,50,0,0,,140000879
Urijah Faber,100,540,320,0,0,0,175,233,150,,140000470
Ben Saunders,300,270,160,0,70,0,250,132,0,,140000300
Daniel Teymur,0,0,80,0,0,0,100,22,0,,140000110
Oskar Piechota,100,0,80,0,0,0,75,52,0,,140000536
Thiago Alves,700,90,400,0,70,0,300,316,50,,140000035
Trevor Smith,0,0,320,0,70,0,175,139,0,,140000650
Sergio Moraes,100,270,160,0,140,0,125,15,0,,140000160
Isabela de Padua,0,0,0,0,0,0,25,0,0,,140000888
Renan Barao,200,270,320,0,0,0,200,185,150,,140000077
Zabit Magomedsharipov,0,270,240,0,0,0,0,147,0,,140000137
Klidson Abreu,0,0,80,0,0,0,50,8,0,,140000114
Rustam Khabilov,100,0,560,0,70,0,75,83,25,,140000101
Grigory Popov,0,0,0,0,0,0,50,5,0,,
Chance Rencountre,0,90,80,0,0,0,50,4,0,,140000001
Ben Askren,0,90,0,0,0,0,50,0,25,,140000143
Stevie Ray,200,0,160,150,70,0,100,142,0,,140000378
Alex White,200,0,160,0,0,0,150,122,0,,140000148
Enrique Barzola,0,0,400,0,70,0,75,126,0,,140000231
Aleksandra Albu,0,90,80,0,0,0,50,10,0,,
Joe Lauzon,500,630,80,0,70,0,300,84,0,,140000636
Manny Bermudez,0,270,0,0,0,0,50,21,0,,140000083
Kyle Bochniak,0,0,80,0,70,0,125,0,0,,140000666
Boston Salmon,0,0,0,0,0,0,50,0,0,,140000254
Daniel Spitz,100,0,0,0,0,0,75,5,0,,140000637
James Vick,200,270,320,0,0,0,125,162,25,,140000095
Thomas Gifford,0,0,0,0,0,0,50,0,0,,140000302
Lauren Mueller,0,0,80,0,0,0,75,0,0,,140000251
Hector Aldana,0,0,0,0,0,0,75,7,0,,140000631
Luke Jumeau,0,0,160,0,0,0,50,0,0,,140000629
Rostem Akman,0,0,0,0,0,0,50,0,0,,140000382
Nadia Kassem,0,0,80,0,0,0,50,7,0,,140000068
Danilo Belluardo,0,0,0,0,0,0,50,0,0,,140000370
Siyar Bahadurzada,300,90,0,0,0,0,100,98,0,,140000618
Nohelin Hernandez,0,0,0,0,0,0,50,12,0,,140000442
Martin Bravo,100,0,0,0,0,0,75,64,0,,140000611
Marco Polo Reyes,300,0,0,0,70,0,100,82,0,,
Sergio Pettis,0,0,640,0,70,0,125,259,25,,140000609
Carlos Huachin,0,0,0,0,0,0,50,0,0,,140000335
Marcos Mariano,0,0,0,0,0,0,50,0,0,,140000072
Ryan MacDonald,0,0,0,0,0,0,50,0,0,,140000201
Kyle Prepolec,0,0,0,0,0,0,50,0,0,,140000317
Mairbek Taisumov,500,0,160,0,0,0,50,63,0,,140000600
Teemu Packalen,0,90,0,0,0,0,75,6,0,,140000595
Don Madge,100,0,80,0,0,0,0,27,0,,140000593
Nordine Taleb,200,0,320,0,70,0,125,166,0,,140000316
Derrick Krantz,0,0,0,0,0,0,50,0,0,,140000363
Andre Soukhamthath,100,0,80,0,0,0,125,8,0,,140000252
Jodie Esquibel,0,0,0,0,0,0,100,0,0,,140000291
Liz Carmouche,100,0,240,0,70,0,125,82,50,,140000117
Bobby Moffett,0,0,0,0,0,0,50,7,0,,140000208
Humberto Bandenay,100,0,0,0,0,0,75,4,0,,140000539
Salim Touahri,0,0,0,0,0,0,75,0,0,,140000518
Olivier Aubin-Mercier,100,360,80,0,70,0,125,71,0,,140000502
Cristiane Justino,400,0,160,0,0,0,25,322,125,,
Yoshinori Horie,0,0,0,0,0,0,25,0,0,,140000501
Sarah Frota,0,0,0,0,0,0,50,9,0,,140000042
Erik Koch,200,90,160,0,0,0,125,49,0,,140000498
Kyle Stewart,0,0,0,0,0,0,50,0,0,,140000002
Jin Soo Son,0,0,0,0,0,0,50,0,0,,140000483
Cezar Ferreira,0,270,320,0,140,0,150,38,0,,140000466
Nicco Montano,0,0,80,0,0,0,25,54,25,,140000463
Sheymon Moraes,0,0,80,0,70,0,75,7,0,,140000236
Gilbert Melendez,0,0,80,0,0,0,150,60,50,,140000443
Dan Moret,0,0,0,0,0,0,75,0,0,,140000149
Junior Albini,100,0,0,0,0,0,100,2,0,,140000033
Allen Crowder,0,0,0,0,0,0,50,0,0,,140000024
Syuri Kondo,0,0,0,0,70,0,75,40,0,,140000416
Eric Spicely,0,180,0,0,0,0,125,8,0,,140000412
Jimi Manuwa,300,0,80,0,0,0,150,65,25,,140000386
Sung Bin Jo,0,0,0,0,0,0,25,0,0,,
Nick Hein,0,0,320,0,0,0,100,31,0,,140000375
Tonya Evinger,0,0,0,0,0,0,75,0,25,,140000379
Duda Santana,0,0,0,0,0,0,25,23,0,,140000373
Desmond Green,100,0,160,0,70,0,75,114,0,,140000233
Patrick Cummins,200,0,240,0,70,0,175,201,0,,140000355
BJ Penn,600,360,80,0,0,0,325,341,300,,140000337
Talita Bernardo,0,0,80,0,0,0,75,23,0,,140000332
Elias Theodorou,200,0,400,0,70,0,75,301,0,,140000330
Mitch Gagnon,0,270,80,0,0,0,100,67,0,,140000310
Arjan Bhullar,0,0,240,0,0,0,25,4,0,,140000312
Dmitrii Smoliakov,0,0,0,0,0,0,75,0,0,,140000308
John Lineker,600,90,320,0,70,0,100,284,50,,140000304
Jason Gonzalez,0,90,0,0,0,0,75,9,0,,140000293
Marcelo Golm,0,90,0,0,0,0,75,33,0,,140000284
Sultan Aliev,0,0,80,0,70,0,50,0,0,,140000276
Keita Nakamura,0,180,0,0,140,0,175,11,0,,140000275
Wilson Reis,0,180,400,0,0,0,150,23,25,,140000257
Curtis Millender,100,0,160,0,0,0,50,64,0,,140000171
David Branch,100,0,160,0,70,0,125,40,25,,140000244
Ross Pearson,400,0,400,0,140,0,325,173,25,,140000232
Jessica Aguilar,0,0,80,0,0,0,100,47,0,,140000234
Justin Willis,100,0,240,0,0,0,25,70,0,,140000219
Jesus Pinedo,0,0,80,0,0,0,25,2,0,,140000217
Eric Shelton,0,0,80,0,70,0,100,97,0,,140000198
Jordan Rinaldi,0,90,80,0,0,0,75,12,0,,140000184
Tim Boetsch,700,0,240,0,140,0,300,198,25,,140000162
Zak Ottow,100,0,0,0,210,0,100,57,0,,140000151
Carlo Pedersoli Jr.,0,0,0,0,70,0,50,9,0,,140000111
Cain Velasquez,1000,0,160,0,0,0,75,467,175,,140000097
Myles Jury,300,90,240,0,70,0,100,149,0,,140000087
Austin Arnett,0,0,80,0,0,0,75,44,0,,140000062
Wulijiburen,0,0,0,0,0,0,75,0,0,,
Teruto Ishihara,200,0,80,0,0,0,125,21,0,,140000058
David Teymur,200,0,240,0,0,0,25,76,0,,140000046
Bibulatov Magomed,0,0,80,0,0,0,50,59,0,,
Dustin Ortiz,400,0,80,0,210,0,150,211,0,,140000020
Dennis Bermudez,100,180,400,0,140,0,175,283,25,,140000005
Te Edwards,0,0,0,0,0,0,50,0,0,,140000006
Chad Mendes,600,0,240,0,0,0,125,128,125,,140000805
Cat Zingano,200,0,80,0,0,0,100,67,25,,140000709
Adam Milstead,100,0,0,0,0,0,50,19,0,,140000703
Chris de la Rocha,100,0,0,0,0,0,75,10,0,,140000760
Matthew Lopez,100,0,80,0,0,0,100,27,0,,140000726
Chad Laprise,300,0,160,0,70,0,100,122,0,,140000746
Mark Hunt,700,0,80,0,0,0,200,96,150,,140000690
Yushin Okami,400,0,560,0,140,0,175,168,50,,140000728
Elias Garcia,0,0,0,0,0,0,50,0,0,,140000803
Ben Nguyen,100,180,80,0,0,0,75,114,0,,140000684
Mizuto Hirota,0,0,80,0,0,0,125,81,0,,140000683
Alex Gorgees,0,0,0,0,0,0,25,0,0,,140000878
Justin Frazier,0,0,0,0,0,0,25,0,0,,140000877
Bryan Caraway,0,360,80,0,70,0,100,14,0,,140000705
Michel Batista,0,0,0,0,0,0,25,0,0,,140000875
Darrell Horcher,0,0,0,0,70,0,75,0,0,,140000873
Ricky Rainey,0,0,0,0,0,0,50,0,0,,140000731
Rashad Coulter,0,0,80,0,0,0,75,6,0,,140000759
Yuta Sasaki,0,360,0,0,0,0,125,32,0,,
Devin Powell,100,0,0,0,0,0,75,11,0,,140000827
Amanda Cooper,100,0,80,0,0,0,100,47,0,,140000743
John Gunther,0,0,0,75,0,0,25,0,0,,140000790
Joseph Morales,0,90,0,0,0,0,50,18,0,,140000674
Joby Sanchez,0,0,0,0,70,0,100,18,0,,140000693
Jason Knight,100,90,80,0,70,0,125,83,0,,140000751
Artem Lobov,0,0,160,0,0,0,125,45,25,,140000869
Adam Wieczorek,0,90,80,0,0,0,25,14,0,,140000727
Alex Garcia,200,90,80,0,70,0,125,25,0,,140000734
Thibault Gouti,100,0,0,0,0,0,125,19,0,,140000697
Gray Maynard,100,0,560,0,210,0,175,53,50,,140000866
Ryan LaFlare,0,0,560,0,0,0,75,167,25,,140000733
Luis Henrique,0,180,0,0,0,0,100,42,0,,140000865
Alex Chambers,0,90,0,0,0,0,100,0,0,,140000863
Thales Leites,200,450,400,0,70,0,200,129,50,,140000740
Hector Lombard,200,0,80,0,0,0,200,101,0,,140000708
Khalid Murtazaliev,100,0,0,0,0,0,0,44,0,,140000862
CB Dollaway,200,180,400,0,70,0,225,138,25,,140000707
Kajan Johnson,100,0,160,0,70,0,75,82,0,,140000715
Jordan Johnson,0,90,160,0,70,0,0,52,0,,140000704
Adam Yandiev,0,0,0,0,0,0,25,0,0,,140000861
Terrion Ware,0,0,0,0,0,0,100,18,0,,140000718
Craig White,0,0,0,0,0,0,50,0,0,,140000753
Jarred Brooks,0,0,0,0,140,0,50,28,0,,140000754
Robert Sanchez,0,90,0,0,0,0,50,1,0,,
Jake Ellenberger,500,90,160,0,70,0,275,111,50,,140000757
Tim Williams,0,0,0,0,0,0,50,1,0,,140000691
John Moraga,200,270,160,0,70,0,150,141,25,,140000730
Iuri Alcantara,300,180,320,0,70,0,175,164,0,,140000676
Kalindra Faria,0,0,0,0,0,0,75,21,0,,140000658
Jon Tuck,100,180,80,0,0,0,125,13,0,,140000859
George Sullivan,100,0,160,0,0,0,100,86,0,,140000670
Demetrious Johnson,200,450,560,0,70,0,50,577,350,,140000835
Jose Torres,100,0,0,0,0,0,25,0,0,,140000755
Danielle Taylor,0,0,80,0,70,0,75,17,0,,140000657
Eddie Alvarez,200,0,0,0,140,0,75,66,75,,140000830
Jordan Mein,200,0,160,0,70,0,100,103,0,,140000829
Alvaro Herrera Mendoza,100,0,0,0,0,0,75,2,0,,
Vitor Miranda,300,0,0,0,0,0,100,67,0,,140000817
Jeremy Kimball,100,0,0,0,0,0,75,13,0,,140000814
Damian Stasiak,0,180,0,0,0,0,100,2,0,,140000813
Sage Northcutt,200,90,240,0,0,0,50,129,0,,140000696
Justin Scoggins,100,0,240,0,0,0,125,189,0,,140000804
Gokhan Saki,100,0,0,0,0,0,25,20,0,,140000797
Joe Giannetti,0,0,0,0,0,0,25,0,0,,140000795
Jay Cucciniello,0,0,0,0,0,0,25,0,0,,140000794
Jamie Moyle,0,0,80,0,0,0,50,26,0,,140000796
Richie Smullen,0,0,0,0,0,0,25,0,0,,140000791
Barb Honchak,0,0,0,0,0,0,50,12,0,,140000793
Tyler Diamond,0,0,0,0,0,0,25,13,0,,140000788
Allan Zuniga,0,0,0,0,0,0,25,32,0,,140000789
Matt Bessette,0,0,0,0,0,0,50,0,0,,140000663
Rolando Dy,0,0,80,0,0,0,75,9,0,,140000780
Felipe Arantes,100,180,160,0,0,0,150,46,0,,140000781
Daichi Abe,0,0,80,0,0,0,50,20,0,,140000682
Shinsho Anzai,0,0,80,0,0,0,50,2,0,,140000779
Naoki Inoue,0,0,80,0,0,0,25,32,0,,140000777
Viviane Pereira,0,0,80,0,70,0,50,0,0,,140000778
Jenel Lausa,0,0,80,0,0,0,75,27,0,,140000776
Melinda Fabian,0,0,0,0,0,0,25,0,0,,140000774
Rashad Evans,600,0,240,75,280,0,200,125,125,,140000758
Mike Santiago,0,0,0,0,0,0,75,31,0,,140000655
Gleison Tibau,100,360,480,0,350,0,300,106,0,,140000662
Mads Burnell,0,0,80,0,0,0,50,0,0,,140000656
Daniel Kelly,100,90,240,0,70,0,100,38,0,,140000750
Brad Scott,0,180,0,0,70,0,125,29,0,,
Diego Rivas,100,0,80,0,0,0,50,0,0,,140000747
Felipe Silva,100,0,0,0,0,0,50,56,0,,140000744
Henry Briones,0,90,0,0,0,0,100,0,0,,140000745
Lyoto Machida,700,90,480,0,140,0,200,361,300,,140000681
Vitor Belfort,1100,180,80,0,0,0,250,99,225,,140000742
Alberto Mina,200,0,0,0,70,0,25,17,0,,140000739
James Bochnovic,0,0,0,0,0,0,50,0,0,,140000737
Luan Chagas,0,90,0,0,0,0,50,63,0,,140000732
Patrick Williams,0,90,0,0,0,0,75,5,0,,140000725
Bec Rawlings,0,90,80,0,0,0,125,27,0,,140000721
Tom Duquesnoy,100,0,80,0,0,0,25,0,0,,140000719
Oliver Enkamp,0,0,0,0,0,0,50,3,0,,140000716
Dmitry Sosnovskiy,0,90,0,0,0,0,0,4,0,,140000714
Mark Godbeer,0,0,80,0,0,0,50,43,0,,140000713
Mike Pyle,500,180,160,0,70,0,225,92,0,,140000706
Russell Doane,100,90,0,0,70,0,125,39,0,,140000699
Albert Morales,0,0,0,0,70,0,100,17,0,,140000698
Brian Camozzi,0,0,0,0,0,0,75,0,0,,140000695
Joshua Burkman,100,90,240,0,70,0,300,90,0,,140000692
Cyril Asker,100,90,0,0,0,0,75,26,0,,140000689
Damien Brown,100,0,0,0,70,0,100,7,0,,140000687
Rob Wilkinson,0,0,0,0,0,0,50,0,0,,
Jeremy Kennedy,0,0,240,0,0,0,25,46,0,,140000685
Timothy Johnson,100,0,160,0,70,0,75,38,0,,
Maia Stevenson,0,0,0,0,0,0,25,0,0,,140000677
Joe Soto,0,180,80,0,0,0,125,14,25,,140000675
Godofredo Pepey,100,270,0,0,70,0,150,38,0,,140000673
Juliana Lima,0,0,240,0,0,0,100,53,0,,140000672
Francimar Barroso,0,0,320,0,0,0,100,42,0,,140000669
Sabah Homasi,0,0,0,0,0,0,75,12,0,,140000664
Galore Bofando,100,0,0,0,0,0,25,7,0,,140004340
Oluwale Bamgbose,100,0,0,0,0,0,100,12,0,,140004630
Erick Silva,200,450,0,0,0,0,200,74,25,,140004105
Abel Trujillo,300,90,80,0,0,0,100,99,0,,140004721
Carls John De Tomas,0,0,0,0,0,0,50,0,0,,
Antonio Braga Neto,0,90,0,0,0,0,50,1,0,,140001087
Angela Magana,0,0,0,0,0,0,75,0,0,,140004787
Karine Gevorgyan,0,0,0,0,0,0,25,0,0,,140004771
Christina Marks,0,0,0,0,0,0,25,4,0,,140004773
Ryan Janes,100,0,80,0,0,0,50,92,0,,140004776
Ariel Beck,0,0,0,0,0,0,25,1,0,,140004769
Wang Guan,0,0,0,0,70,0,0,22,0,,140004767
Michael Bisping,1000,0,640,0,140,0,225,662,275,,140004732
Bobby Nash,0,0,0,0,0,0,75,3,0,,140002189
Bharat Kandare,0,0,0,0,0,0,25,0,0,,140004759
Kailin Curran,0,90,0,0,0,0,150,41,0,,140004768
Bojan Velickovic,100,0,80,0,0,0,75,15,0,,140003867
Ashkan Mokhtarian,0,0,0,0,0,0,50,0,0,,140004001
Will Brooks,0,0,80,0,0,0,75,42,0,,140004298
Anthony Hamilton,200,0,80,0,0,0,175,105,0,,140004303
Nate Marquardt,600,270,320,0,0,0,300,275,50,,140004373
Michel Quinones,0,0,0,0,0,0,50,0,0,,140004133
Marcel Fortuna,100,0,0,0,0,0,50,12,0,,140002484
Georges St-Pierre,500,270,800,0,140,0,50,831,375,,140004733
Johny Hendricks,500,0,400,75,140,0,200,140,100,,140003778
Hacran Dias,0,0,160,0,70,0,125,0,0,,140004714
Christian Colombo,0,0,0,0,0,0,50,0,0,,140004710
Jonathan Wilson,100,0,0,0,0,0,75,4,0,,140004708
Marcin Held,0,0,80,0,0,0,75,20,0,,140004716
Marco Beltran,0,90,80,0,70,0,75,14,0,,140003920
Pearl Gonzalez,0,0,0,0,0,0,50,0,0,,140003462
Henrique da Silva,100,90,0,0,0,0,100,15,0,,140000850
Takanori Gomi,200,0,80,0,70,0,225,59,0,,140001905
Chan-Mi Jeon,0,0,0,0,0,0,50,0,0,,
Hyun Gyu Lim,300,0,0,0,0,0,100,31,25,,140004673
Azunna Anyanwu,0,0,0,0,0,0,25,1,0,,140004322
Jason Saggo,200,0,0,0,70,0,75,24,0,,140004661
Adriano Martins,200,90,0,0,70,0,75,19,0,,140004695
Mitch Clarke,0,90,80,0,0,0,125,32,0,,140004645
Andrew Holbrook,0,0,0,0,140,0,75,8,0,,140004561
Abdul-Kerim Edilov,100,0,0,0,0,0,0,76,0,,140004621
Bojan Mihajlovic,0,0,0,0,0,0,75,0,0,,140004436
Hector Sandoval,100,0,80,0,0,0,50,28,0,,140004462
Rafael Natal,100,90,400,0,140,0,175,264,25,,140004429
Damian Grabowski,0,0,0,0,0,0,75,0,0,,140004417
Chris Wade,0,180,240,0,0,0,50,28,0,,140004643
Frankie Perez,100,0,0,0,0,0,75,21,0,,140004779
James Mulheron,0,0,0,0,0,0,25,0,0,,140004347
Neil Seery,0,90,160,0,0,0,100,50,0,,140004344
Charlie Ward,0,0,0,0,0,0,50,0,0,,140004727
Leslie Smith,200,0,160,0,0,0,75,145,0,,140004329
Daniel Omielanczuk,200,0,0,150,0,0,125,78,0,,140004490
Travis Browne,700,90,80,0,0,0,175,106,75,,140004089
Nick Roehrick,0,0,0,0,0,0,25,0,0,,140004231
Jesse Taylor,0,90,0,0,0,0,25,17,0,,140004244
Tom Gallicchio,0,0,0,0,0,0,25,0,0,,140004208
Joachim Christensen,100,0,0,0,0,0,75,25,0,,140004686
Dennis Siver,300,180,480,75,0,0,200,315,25,,140004725
Johnny Case,100,90,160,0,0,0,50,103,0,,140004687
Josh Stansbury,0,0,0,75,0,0,50,14,0,,140004274
Dong Hyun Kim,400,90,480,0,140,0,100,184,25,,140004795
Tarec Saffiedine,0,0,160,0,0,0,100,40,50,,140004100
Kwan Ho Kwak,0,0,0,0,0,0,50,4,0,,140004729
Dominique Steele,100,0,0,0,0,0,100,29,0,,140004550
Kiichi Kunimoto,0,90,0,0,70,0,50,4,0,,140003991
Jim Wallhead,0,0,0,0,0,0,50,0,0,,
Alex Nicholson,100,0,0,0,0,0,75,23,0,,140003890
Reza Madadi,100,180,0,0,0,0,100,19,0,,140004715
Nicholas Musoke,0,90,160,0,0,0,75,47,0,,
Chris Camozzi,100,90,320,0,140,0,250,248,0,,140004393
Michael McBride,0,0,0,0,0,0,50,0,0,,140004626
Joe Proctor,200,90,80,0,0,0,100,45,0,,140004189
Cindy Dandois,0,0,0,0,0,0,25,0,0,,140003634
Roy Nelson,800,0,80,0,0,0,250,41,100,,140004269
Rashid Magomedov,100,0,240,0,70,0,25,141,0,,140004724
Augusto Mendes,0,0,0,0,70,0,50,2,0,,140002957
Nathan Coy,0,0,80,0,0,0,50,21,0,,140004761
Gegard Mousasi,500,90,240,0,0,0,75,305,100,,140003473
Anthony Johnson,1100,0,160,0,0,0,150,193,100,,140003906
Patrick Cote,400,0,320,0,70,0,275,104,25,,140004147
Mike de la Torre,100,0,0,0,70,0,100,9,0,,140002925
Brad Pickett,100,90,80,0,140,0,225,15,0,,140004463
Scott Askham,200,0,0,0,0,0,100,34,0,,140004726
Rony Jason,200,90,80,0,0,0,100,14,0,,140004517
Garreth McLellan,100,0,0,0,0,0,100,89,0,,140003823
Sam Sicilia,300,0,160,0,0,0,175,31,0,,140004652
Alex Ricci,0,0,0,0,0,0,50,1,0,,
Reginaldo Vieira,0,0,80,0,0,0,50,33,0,,140004610
Phillipe Nover,0,0,0,0,70,0,150,0,0,,140004671
Roan Carneiro,100,90,80,0,70,0,125,38,0,,140003250
Michinori Tanaka,0,0,80,0,70,0,75,30,0,,140004259
Daniel Jolly,0,0,0,0,0,0,50,0,0,,140004647
JC Cottrell,0,0,0,0,0,0,50,0,0,,140004410
Jocelyn Jones-Lybarger,0,0,0,0,0,0,75,0,0,,140004784
Viktor Pesta,0,0,80,0,0,0,100,18,0,,140004502
Ronda Rousey,300,270,0,0,0,0,50,42,200,,140004796
Brandon Thatch,200,0,0,0,0,0,100,26,25,,140004357
James Moontasri,100,90,0,0,0,0,100,33,0,,140004408
Cole Miller,100,630,160,0,0,0,225,71,0,,140004074
Takeya Mizugaki,100,0,320,0,210,0,150,201,0,,140004542
Fredy Serrano,200,0,0,0,0,0,50,7,0,,140004480
Tim Kennedy,100,0,160,0,0,0,50,53,50,,140004788
Valerie Letourneau,0,0,160,0,70,0,75,73,25,,140004268
Zach Makovsky,0,0,240,0,0,0,100,35,0,,140004709
Sean O'Connell,200,0,0,0,0,0,125,33,0,,140003677
Joseph Gigliotti,0,0,0,0,0,0,50,0,0,,
Tiago dos Santos e Silva,0,0,80,0,70,0,50,32,0,,
Keith Berish,0,0,0,0,0,0,25,0,0,,140004778
Brendan O'Reilly,0,0,80,0,0,0,75,4,0,,140004638
Elvis Mutapcic,0,0,0,0,0,0,50,0,0,,140002045
Kyle Noke,300,180,0,0,70,0,150,132,0,,140003903
Yusuke Kasuya,0,0,0,0,0,0,50,0,0,,140004757
Seo Hee Ham,0,0,80,0,0,0,75,15,0,,140004789
Geane Herrera,100,0,0,0,0,0,75,0,0,,140004632
Guangyou Ning,100,0,80,0,0,0,50,48,0,,140004749
Jonathan Meunier,0,0,80,0,0,0,25,56,0,,140004128
Richard Walsh,0,0,160,0,0,0,100,145,0,,140003633
Yao Zhikui,0,0,0,0,70,0,75,9,0,,140004748
Ryan Bader,500,90,640,0,70,0,125,346,100,,140004287
Manvel Gamburyan,0,270,240,0,0,0,200,33,0,,140004497
Magnus Cedenblad,100,180,80,0,0,0,50,12,0,,140004389
Anna Elmose,0,0,0,0,0,0,50,0,0,,140003858
