name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Devin Clark,100,0,560,0,0,0,200,174,25,,140000371
Khaos Williams,300,0,80,0,70,0,50,68,0,,140000894
Matt Frevola,300,0,80,0,70,0,75,66,0,,140000259
Drew Dober,800,90,240,0,0,0,200,150,0,,140000164
Braxton Smith,0,0,0,0,0,0,25,0,0,,140001713
Virna Jandiroba,0,180,160,0,0,0,75,16,0,,140000297
Joseph Holmes,0,90,0,0,0,0,75,18,0,,140001265
Ikram Aliskerov,100,0,0,0,0,0,0,3,0,,140001621
Phil Hawes,200,0,80,75,0,0,75,158,0,,140001025
Song Yadong,500,90,160,0,70,0,50,170,50,,140000440
Ricky Simon,100,270,240,0,70,0,75,81,25,,140000070
Rodolfo Vieira,0,360,0,0,0,0,50,0,0,,140000537
Caio Borralho,0,90,240,0,0,0,0,28,0,,140001215
Julian Erosa,100,180,80,0,140,0,175,58,0,,140000157
Charles Johnson,100,0,0,0,70,0,75,39,0,,140001416
Trey Waters,0,0,80,0,0,0,0,54,0,,140001613
Josh Quinlan,100,0,0,0,0,0,25,2,0,,140001135
Irina Alekseeva,0,90,0,0,0,0,0,9,0,,140001331
Stephanie Egger,100,180,0,0,0,0,75,14,0,,140001050
Journey Newson,0,0,80,0,0,0,100,20,0,,140000436
Brogan Walker,0,0,0,0,0,0,50,0,0,,140001509
Sergei Pavlovich,600,0,0,0,0,0,25,82,25,,140000283
Curtis Blaydes,600,0,400,0,0,0,100,283,175,,140000218
Ricky Glenn,100,0,80,0,140,0,100,136,0,,140000806
Jamey-Lyn Horth,0,0,80,0,0,0,0,13,0,,140001711
Hailey Cowan,0,0,0,0,0,0,25,0,0,,140001526
Brady Hiestand,100,0,80,0,0,0,25,4,0,,140001178
Batgerel Danaa,300,0,0,0,0,0,100,83,0,,140000583
Montel Jackson,200,90,320,0,0,0,50,180,0,,140000253
Rani Yahya,0,630,400,0,70,0,125,103,0,,140000069
Arnold Allen,200,180,400,0,70,0,25,179,50,,140000185
Ion Cutelaba,400,0,160,0,0,0,200,221,0,,140000305
Azamat Murzakanov,200,0,80,0,0,0,0,68,0,,140001134
Edson Barboza,900,0,480,75,70,0,275,267,75,,140000246
Chris Gutierrez,300,0,160,0,140,0,50,215,0,,140000200
Bill Algeo,100,90,160,0,0,0,75,147,0,,140000407
TJ Brown,0,90,80,0,70,0,100,53,0,,140000570
Brandon Royval,100,270,0,0,70,0,50,43,0,,140000910
Matheus Nicolau,100,90,240,0,140,0,50,79,0,,140000828
Piera Rodriguez,0,0,160,0,0,0,25,33,0,,140001285
Rafa Garcia,0,90,240,0,0,0,75,112,0,,140001108
Clay Guida,200,450,560,0,280,0,425,166,25,,140000338
Zak Cummings,200,360,320,0,0,0,100,82,0,,140000352
Ed Herman,400,450,240,0,70,0,300,207,0,,140000354
Lucie Pudilova,100,0,160,0,0,0,150,83,0,,140000118
Lando Vannata,100,90,80,0,70,0,175,100,0,,140000071
Santiago Ponzinibbio,600,0,400,0,0,0,150,160,50,,140000870
Adrian Yanez,400,0,0,0,70,0,25,46,0,,140000972
Gaston Bolanos,0,0,80,0,0,0,0,46,0,,
Aaron Phillips,0,0,0,0,0,0,100,0,0,,140000939
Jorge Masvidal,500,90,400,0,0,0,250,364,150,,140000196
Christian Rodriguez,0,90,80,0,0,0,25,35,0,,140001255
Kelvin Gastelum,300,180,320,0,210,0,200,218,150,,140000265
Chris Curtis,300,0,80,0,0,0,50,41,0,,140000766
Luana Pinheiro,0,0,80,0,70,0,0,18,0,,140001073
Joe Pyfer,200,0,0,0,0,0,0,7,0,,140000965
Trey Ogden,0,0,80,0,0,0,50,19,0,,140001409
Sam Hughes,100,0,80,75,0,0,100,60,0,,140001088
Cynthia Calvillo,0,270,240,0,0,0,150,113,25,,140000094
Steve Garcia,300,0,0,0,0,0,50,46,0,,140000564
Shayilan Nuerdanbieke,100,0,160,0,0,0,50,20,0,,140001122
Lucas Alexander,0,0,80,0,0,0,25,59,0,,140001649
Steven Peterson,100,0,80,0,70,0,125,35,0,,140000212
Preston Parsons,0,0,80,0,0,0,50,48,0,,140001132
Daniel Lacerda,0,0,0,0,0,0,100,0,0,,140001270
Jennifer Maia,0,90,400,0,0,0,125,91,25,,140000205
Casey O'Neill,200,90,0,0,70,0,25,184,0,,140001101
Roman Dolidze,400,0,80,0,70,0,50,58,0,,140000923
Leon Edwards,300,90,560,75,70,0,50,182,125,,140000195
Kamaru Usman,400,90,800,0,0,0,50,555,250,,140000145
Gunnar Nelson,0,720,160,0,0,0,125,62,50,,140000194
Omar Morales,0,0,240,0,0,0,100,53,0,,140000530
Jack Shore,0,270,160,0,70,0,25,154,0,,140000616
Makwan Amirkhani,100,360,80,0,70,0,175,25,0,,140000385
Muhammad Mokaev,0,270,80,0,0,0,0,12,0,,140001364
Sam Patterson,0,0,0,0,0,0,25,0,0,,140001638
Merab Dvalishvili,100,0,640,0,0,0,50,358,25,,140000325
Petr Yan,400,0,320,0,0,0,100,302,125,,140000116
Dusko Todorovic,300,0,0,0,0,0,100,125,0,,140000579
Malcolm Gordon,100,0,80,0,0,0,100,18,0,,140000937
Veronica Hardy,0,90,80,0,0,0,100,50,0,,140000107
Joanne Wood,100,90,320,0,140,0,200,399,0,,140000011
Jonathan Martinez,300,0,480,0,0,0,75,183,0,,140000054
Said Nurmagomedov,200,180,80,0,70,0,50,105,0,,140000030
Guido Cannetti,100,90,160,0,0,0,150,64,0,,140000659
Nikita Krylov,400,450,160,0,0,0,175,244,0,,140000261
Raphael Assuncao,200,90,480,0,210,0,175,251,25,,140000051
Victor Henry,0,0,80,0,70,0,25,126,0,,140001359
Tony Gravely,200,0,80,0,70,0,100,40,0,,140000544
Jared Gooden,100,0,0,0,0,0,100,7,0,,140001008
Jon Jones,500,540,720,0,70,0,25,683,375,,140000146
Alexa Grasso,0,180,400,0,70,0,75,174,50,,140000397
Valentina Shevchenko,400,180,320,0,140,0,75,380,300,,140000402
Derek Brunson,700,180,400,0,0,0,175,185,125,,140000329
Viviane Araujo,100,0,320,0,0,0,100,55,25,,140000333
Julian Marquez,0,270,0,0,0,0,75,41,0,,140000792
Shavkat Rakhmonov,100,360,0,0,0,0,0,74,0,,140000893
Geoff Neal,400,90,80,0,70,0,75,100,25,,140000003
Cody Garbrandt,500,0,240,0,0,0,125,62,125,,140000139
Trevin Jones,100,0,0,0,0,0,100,2,0,,140001010
Jessica Penne,0,90,0,0,140,0,125,4,25,,140001106
Mana Martinez,0,0,0,0,140,0,50,24,0,,140001023
Augusto Sakai,200,0,80,0,140,0,100,84,50,,140000299
Erick Gonzalez,0,0,0,0,0,0,75,0,0,,140001272
Montana De La Rosa,100,270,80,0,0,0,100,57,0,,140000067
Yohan Lainesse,0,0,0,0,70,0,50,0,0,,140001322
Jordan Leavitt,200,90,0,0,70,0,50,40,0,,140000963
Victor Martinez,0,0,0,0,0,0,25,0,0,,140001204
Joe Solecki,0,180,160,75,0,0,25,59,0,,140000457
Jordan Wright,100,0,0,0,0,0,125,31,0,,140000772
Nurullo Aliev,0,0,0,75,0,0,0,13,0,,140001641
Rafael Alves,0,90,0,0,0,0,75,3,0,,140000999
William Knight,100,0,160,0,0,0,100,32,0,,140000549
Lina Lansberg,0,0,320,0,0,0,175,61,25,,140000380
Alexander Hernandez,300,0,240,0,0,0,125,104,0,,140000014
Khusein Askhabov,0,0,0,0,0,0,25,0,0,,140001149
Ovince Saint Preux,600,450,80,75,70,0,300,97,125,,140000260
Islam Makhachev,200,540,400,0,0,0,25,170,100,,140000285
Clayton Carpenter,0,90,0,0,0,0,0,2,0,,140001517
Juancamilo Ronderos,0,0,0,0,0,0,50,2,0,,140001125
Loma Lookboonmee,0,90,240,0,70,0,50,157,0,,140000884
Don Shainis,0,0,0,0,0,0,50,0,0,,140001642
Zubaira Tukhugov,200,0,160,0,70,0,75,66,0,,140000598
Anshul Jubli,100,0,0,0,0,0,0,24,0,,140001442
Jeka Saragih,0,0,0,0,0,0,25,0,0,,140001675
JeongYeong Lee,0,0,0,0,70,0,0,1,0,,140001446
Yizha,0,0,0,0,0,0,25,0,0,,
HyunSung Park,0,90,0,0,0,0,0,18,0,,140001674
SeungGuk Choi,0,0,0,0,0,0,25,0,0,,140001422
Deiveson Figueiredo,400,270,160,0,70,0,75,61,150,,140000215
Jamahal Hill,400,0,160,0,0,0,25,295,75,,140000491
Glover Teixeira,500,630,160,0,70,0,175,224,250,,140000015
Lauren Murphy,200,90,160,0,210,0,150,84,25,,140000517
Mauricio Rua,800,0,80,0,140,0,300,213,225,,140000819
Shamil Abdurakhimov,200,0,160,0,70,0,150,59,25,,140000271
Mounir Lazzez,0,0,160,0,0,0,50,84,0,,140000924
Warlley Alves,200,270,160,0,0,0,150,98,0,,140000339
Saimon Oliveira,0,0,0,0,0,0,50,0,0,,140001173
Nassourdine Imavov,200,0,160,0,0,0,50,104,25,,140001027
Josiane Nunes,100,0,160,0,0,0,0,63,0,,140001117
Umar Nurmagomedov,100,180,80,0,0,0,0,130,0,,140000905
Punahele Soriano,300,0,0,0,0,0,75,48,0,,140000411
Raquel Pennington,0,270,480,0,210,0,125,257,25,,140000485
Abdul Razak Alhassan,600,0,0,0,0,0,125,26,0,,140000665
Allan Nascimento,0,90,80,0,0,0,25,21,0,,140000858
Javid Basharat,0,0,240,0,0,0,0,140,0,,140001172
Mateus Mendonca,0,0,0,0,0,0,25,0,0,,140001632
Nick Aguirre,0,0,0,0,0,0,25,0,0,,140001672
Saidyokub Kakhramonov,0,90,80,0,0,0,25,45,0,,140001183
Cory McKenna,0,90,160,0,0,0,25,0,0,,140000970
Cheyanne Vlismas,100,0,80,0,0,0,50,87,0,,140000987
Sergey Morozov,0,0,240,0,0,0,50,26,0,,140001038
Paddy Pimblett,100,180,80,0,0,0,0,26,0,,140001181
Jared Gordon,100,0,400,0,70,0,125,338,0,,140000435
Jay Perrin,0,0,0,0,0,0,75,17,0,,140000522
Darren Till,200,0,240,0,70,0,125,39,150,,140000197
Dalcha Lungiambula,100,0,80,0,0,0,125,48,0,,140000434
Erik Silva,0,0,0,0,0,0,25,0,0,,140001520
Matt Schnell,0,270,80,0,140,0,125,55,0,,140000152
Steven Koslow,0,0,0,0,0,0,25,0,0,,140001668
Stephen Thompson,600,0,480,0,0,0,150,405,200,,140000221
Jack Hermansson,300,270,320,0,0,0,150,335,100,,140000245
Kyle Daukaus,0,90,80,0,0,0,100,33,0,,140000427
Scott Holtzman,100,90,320,0,0,0,150,207,0,,140000080
Natan Levy,0,0,160,0,0,0,25,30,0,,140001085
Jonathan Pearce,200,90,160,0,0,0,25,136,0,,140000449
Darren Elkins,400,180,720,0,140,0,250,251,0,,140000460
Marcelo Rojo,0,0,0,0,0,0,75,8,0,,140001105
Ricky Turcios,0,0,0,0,140,0,25,61,0,,140001177
Kevin Natividad,0,0,0,0,0,0,75,0,0,,140001037
Vince Morales,100,0,160,0,0,0,125,67,0,,140000319
Michael Chandler,200,0,0,0,0,0,75,27,25,,140001095
Frankie Edgar,400,180,800,0,70,0,275,586,350,,140000504
Carla Esparza,100,90,320,75,210,0,125,76,100,,140000296
Claudio Puelles,0,270,160,0,0,0,50,25,0,,140000607
Renato Moicano,0,540,80,0,140,0,125,182,50,,140000050
Brad Riddell,0,0,240,0,70,0,75,98,0,,140000625
Dominick Reyes,300,90,80,0,70,0,100,120,100,,140000193
Silvana Gomez Juarez,100,0,0,0,0,0,75,13,0,,140001257
Michael Trizano,100,0,80,0,140,0,75,58,0,,140000356
Nicolae Negumereanu,200,0,0,0,140,0,50,17,0,,140000181
Julio Arce,200,90,160,0,0,0,100,183,0,,140000351
Darrick Minner,0,90,80,0,0,0,100,45,0,,140000527
Benito Lopez,0,0,160,0,0,0,50,0,0,,140000084
Tagir Ulanbekov,0,90,80,0,70,0,25,11,0,,140000926
Nate Maness,100,90,80,0,0,0,50,0,0,,140000961
Mark Madsen,100,0,160,0,70,0,25,48,0,,
Shanna Young,100,0,0,0,0,0,75,1,0,,140000546
Carlos Candelario,0,0,0,0,0,0,50,0,0,,140001180
Liudvik Sholinian,0,0,0,0,0,0,50,0,0,,140001197
Calvin Kattar,400,0,240,0,0,0,125,76,125,,140000396
Ramona Pascual,0,0,0,0,0,0,75,0,0,,140001385
Jared Vanderaa,0,0,80,0,0,0,150,60,0,,140001062
Tresean Gore,0,90,0,0,0,0,50,0,0,,140001198
Joshua Weems,0,0,0,0,0,0,25,9,0,,140001264
Carlos Mota,0,0,0,0,0,0,25,0,0,,140001650
TJ Dillashaw,700,90,320,0,70,0,125,472,225,,140000025
Sean Brady,0,180,240,0,0,0,25,56,0,,140000882
Katlyn Cerminara,0,0,720,0,140,0,125,166,25,,140000389
Gadzhi Omargadzhiev,0,0,0,0,0,0,50,0,0,,140001306
Brandon Davis,0,90,80,0,0,0,175,73,0,,140000249
Misha Cirkunov,100,450,0,0,0,0,175,89,0,,140000135
Nick Maximov,0,0,80,0,70,0,50,3,0,,140001078
Pete Rodriguez,100,0,0,0,0,0,25,12,0,,140001363
Mike Jackson,0,0,0,0,0,0,50,1,0,,140000761
Francisco Trinaldo,400,180,720,0,140,0,200,292,0,,140000486
Sodiq Yusuff,200,90,240,0,0,0,25,103,0,,140000237
Mike Davis,100,0,160,0,0,0,25,53,0,,140000295
Aleksei Oleinik,100,630,0,0,70,0,200,72,75,,140000288
Jesse Ronson,0,0,0,0,0,0,125,19,0,,140000944
Krzysztof Jotko,100,0,560,0,210,0,150,243,0,,140000279
Randy Costa,200,0,0,0,0,0,100,29,0,,140000248
Alen Amedovski,0,0,0,0,0,0,100,0,0,,140000280
Louis Cosce,0,0,0,0,0,0,50,0,0,,140000957
Mariya Agapova,0,180,0,0,0,0,75,84,0,,140000510
Khamzat Chimaev,200,270,80,0,0,0,0,111,25,,140000941
Cameron VanCamp,0,0,0,0,0,0,50,2,0,,140001219
Nate Diaz,200,900,240,0,70,0,275,504,175,,140000557
Li Jingliang,800,0,160,0,70,0,150,244,0,,140000591
Macy Chiasson,200,90,160,0,70,0,75,124,0,,140000128
Chris Barnett,200,0,0,0,0,0,50,11,0,,140001124
Danyelle Wolf,0,0,0,0,0,0,25,0,0,,140001031
Melissa Martinez,0,0,0,0,0,0,25,7,0,,140001522
Alatengheili,100,0,160,0,70,0,25,17,0,,
Chad Anheliger,100,0,0,0,0,0,25,3,0,,140001169
Darian Weeks,0,0,0,0,0,0,75,31,0,,140001136
Alessio Di Chirico,200,0,0,0,140,0,175,36,0,,140000417
Dustin Stoltzfus,0,0,80,0,0,0,100,19,0,,140000964
Khalid Taha,100,0,0,0,0,0,100,5,0,,140000255
Michal Figlak,0,0,0,0,0,0,25,0,0,,140001612
Wu Yanan,0,90,0,0,0,0,125,31,0,,140000589
Harry Hunsucker,0,0,0,0,0,0,75,0,0,,140001077
Paulo Costa,400,0,160,0,0,0,50,87,50,,140000556
Luke Rockhold,300,270,0,0,0,0,125,136,200,,140000445
Leonardo Santos,200,180,160,0,70,0,75,71,0,,140000377
Jose Aldo,400,0,720,0,0,0,175,162,325,,140000049
Francisco Figueiredo,0,90,80,0,0,0,50,1,0,,140001098
Dominick Cruz,100,0,320,0,140,0,75,215,175,,140000907
Nina Nunes,0,90,240,0,70,0,100,158,0,,140000398
Gabriel Benitez,300,180,160,0,0,0,150,153,0,,140000554
Charlie Ontiveros,0,0,0,0,0,0,75,0,0,,140000977
Jason Witt,0,90,0,75,0,0,100,20,0,,140000933
Thiago Santos,1100,0,240,0,0,0,250,376,175,,140000124
Sam Alvey,500,90,160,0,140,0,325,91,0,,140000065
Miranda Granger,0,0,80,0,0,0,75,13,0,,140000515
Julianna Pena,200,180,240,0,0,0,75,142,75,,
Alex Perez,200,180,160,0,0,0,75,119,25,,140000222
Magomed Ankalaev,500,0,320,0,0,0,25,172,25,,140000113
Drakkar Klose,100,0,400,0,70,0,50,156,0,,140000552
Alexander Gustafsson,500,180,240,0,0,0,200,230,175,,140000388
Mason Jones,0,0,80,0,0,0,50,9,0,,140001094
Charles Rosa,0,180,80,0,140,0,200,72,0,,140000881
Damir Hadzovic,200,0,80,0,70,0,125,80,0,,140000105
Brian Ortega,300,270,80,0,0,0,75,67,125,,140000712
Sumudaerji,100,0,160,0,0,0,50,112,0,,
Shane Burgos,200,90,240,75,70,0,75,190,0,,140000328
Miesha Tate,100,90,240,75,0,0,150,99,100,,140001126
Claudio Silva,0,270,80,0,70,0,75,43,0,,140000189
Dwight Grant,100,0,0,0,140,0,125,62,0,,140000112
Herbert Burns,100,90,0,0,0,0,50,5,0,,140000526
Karl Roberson,0,180,80,0,70,0,150,73,0,,140000016
Antonina Shevchenko,100,90,80,0,70,0,100,120,0,,140000282
Cortney Casey,100,180,160,0,70,0,225,166,0,,140000093
Ronnie Lawrence,100,0,80,0,0,0,25,69,0,,140001012
Uriah Hall,600,0,80,0,70,0,225,71,75,,140000604
Donald Cerrone,1000,540,560,0,0,0,350,375,225,,140000013
Jessica Eye,0,0,160,0,140,0,250,131,50,,140000403
Alan Baudot,0,0,0,0,0,0,75,19,0,,140001051
Raulian Paiva,100,0,80,75,0,0,100,18,0,,140000060
Brian Kelleher,200,270,240,0,0,0,175,64,0,,140000702
Tony Kelley,100,0,80,0,0,0,50,51,0,,140001001
Eddie Wineland,500,0,0,0,70,0,250,76,25,,140000390
Danny Chavez,0,0,80,0,0,0,50,6,0,,140000990
Gloria de Paula,0,0,80,0,0,0,75,17,0,,140001065
Deron Winn,0,0,160,0,0,0,75,61,0,,140000413
Jiri Prochazka,200,90,0,0,0,0,0,23,50,,
Joanna Jedrzejczyk,200,0,560,0,70,0,125,894,275,,140000634
Ramazan Emeev,0,0,320,0,70,0,75,65,0,,140000738
Zarrukh Adashev,0,0,80,0,0,0,75,41,0,,140000915
Poliana Botelho,100,0,160,0,0,0,100,58,0,,140000250
Askar Mozharov,0,0,0,0,0,0,25,0,0,,140001418
Felice Herrig,0,180,160,0,70,0,125,19,0,,140000723
Alex Da Silva,0,0,80,0,0,0,75,2,0,,
Niklas Stolze,0,0,0,0,0,0,75,4,0,,140000942
Jeff Molina,100,0,80,0,70,0,0,119,0,,140000998
Andreas Michailidis,0,0,80,0,0,0,75,8,0,,140000938
Michel Pereira,100,90,240,0,70,0,50,180,0,,140000357
Felipe Colares,0,0,80,0,70,0,100,12,0,,140000032
Aleksandar Rakic,200,0,320,0,0,0,50,173,25,,140000387
Louis Smolka,400,180,160,0,0,0,225,214,0,,140000153
Frank Camacho,100,0,0,0,70,0,150,113,0,,140000376
Alan Patrick,100,0,320,0,0,0,100,32,0,,140000678
Ariane Carnelossi,100,90,0,0,0,0,50,5,0,,140000610
Tristan Connelly,0,0,80,0,0,0,50,32,0,,140000605
Gina Mazany,100,0,80,0,0,0,150,47,0,,140000127
Sergey Khandozhko,100,0,80,0,0,0,25,41,0,,140000381
Ike Villanueva,100,0,0,0,0,0,125,0,0,,140000908
Cameron Else,0,0,0,0,0,0,50,0,0,,140001044
Dean Barry,0,0,0,0,0,0,25,18,0,,140001092
TJ Laramie,0,0,0,0,0,0,50,0,0,,140000969
Miguel Baeza,200,90,0,0,0,0,75,56,0,,140000423
Brandon Jenkins,0,0,0,0,0,0,50,0,0,,140001241
Kevin Croom,0,0,0,0,0,0,75,22,0,,140001017
Tecia Torres,0,90,560,0,0,0,150,365,0,,140000140
Vinc Pichel,100,0,480,0,0,0,75,148,0,,140000437
Aspen Ladd,300,0,80,0,0,0,75,41,50,,140000359
Mickey Gall,0,450,80,0,0,0,125,22,0,,140000132
Kay Hansen,0,90,0,0,0,0,75,15,0,,140000930
Askar Askarov,0,0,240,0,0,0,25,47,0,,140000614
Sara McMann,100,180,240,0,70,0,150,80,25,,140000701
Aliaskhab Khizriev,0,90,0,0,0,0,0,11,0,,140001021
Kazula Vargas,0,0,80,0,0,0,75,71,0,,140000532
Luis Saldana,0,0,160,0,0,0,25,25,0,,140001063
Bruno Souza,0,0,0,0,0,0,50,0,0,,140001353
Mike Grundy,100,0,0,0,0,0,75,11,0,,140000175
Timur Valiev,0,0,80,75,0,0,25,57,0,,140000960
Marlon Moraes,200,90,0,0,140,0,150,23,100,,140000052
Sabina Mazo,0,90,80,0,70,0,100,196,0,,140000225
Kris Moutinho,0,0,0,0,0,0,50,0,0,,140001130
Alex Oliveira,400,270,240,0,70,0,250,194,25,,140000306
Colby Covington,300,180,560,0,0,0,75,314,150,,140000521
Greg Hardy,300,0,80,0,0,0,125,123,0,,140000023
Devonte Smith,200,0,0,0,0,0,75,50,0,,140000064
Rongzhu,100,0,0,0,0,0,50,45,0,,
Ramiz Brahimaj,0,180,0,0,0,0,50,0,0,,140000927
Micheal Gillmore,0,0,0,0,0,0,50,0,0,,140001186
Alejandro Perez,300,90,240,0,70,0,100,104,0,,140000133
Jesse Strader,0,0,0,0,0,0,50,0,0,,140001109
Chas Skelly,200,360,160,0,0,0,75,17,0,,140000602
Mark Striegl,0,0,0,0,0,0,50,0,0,,140001007
Roxanne Modafferi,100,0,160,0,70,0,200,30,25,,140000281
Fabio Cherant,0,0,0,0,0,0,75,1,0,,140000514
Danilo Marques,0,90,80,0,0,0,50,13,0,,140001043
Alexis Davis,0,90,400,0,140,0,150,92,25,,140000204
Francis Ngannou,900,90,80,0,0,0,50,95,150,,140000098
Rogerio Bontorin,0,0,0,0,70,0,75,5,0,,140000028
Dakota Bush,0,0,0,0,0,0,50,0,0,,140001121
Sijara Eubanks,100,0,320,0,0,0,125,163,0,,140000360
Andre Ewell,0,0,80,0,210,0,125,103,0,,140000419
Matt Sayles,0,90,0,0,0,0,75,57,0,,140000314
Ryan Hall,0,90,320,0,0,0,25,79,0,,140000461
Maki Pitolo,100,0,0,0,0,0,125,30,0,,140000450
Mallory Martin,0,90,0,0,0,0,75,3,0,,140000562
Chris Gruetzemacher,100,0,160,0,0,0,100,124,0,,140000724
Sean Soriano,0,0,0,0,0,0,125,72,0,,140001123
Ben Rothwell,400,270,80,0,70,0,200,72,25,,140000166
Felicia Spencer,200,90,0,0,0,0,75,85,25,,140000365
Leah Letson,0,0,0,0,70,0,25,16,0,,140000648
Liana Jojua,0,90,0,0,0,0,75,0,0,,140000597
Collin Anglin,0,0,0,0,0,0,50,0,0,,140000983
Al Iaquinta,400,0,320,0,70,0,150,160,75,,140000331
Jordan Williams,0,0,0,0,0,0,75,6,0,,140000496
Gian Villante,400,0,0,0,210,0,275,54,0,,140000119
John Allan,0,0,0,0,0,0,50,0,0,,140000465
Shamil Gamzatov,0,0,0,0,70,0,25,35,0,,140000646
Hu Yaozong,0,0,0,0,0,0,75,0,0,,140000872
Laureano Staropoli,0,0,160,0,0,0,100,28,0,,140000346
Khama Worthy,100,90,0,0,0,0,75,23,0,,140000553
Zviad Lazishvili,0,0,0,0,0,0,25,0,0,,140001196
Carlos Felipe,0,0,80,0,140,0,50,30,0,,140000898
Randa Markos,0,90,320,0,140,0,250,166,0,,140000202
Livinha Souza,0,90,80,0,70,0,75,20,0,,140000041
Andrew Sanchez,100,0,320,0,0,0,125,73,0,,140000321
Gaetano Pirrello,0,0,0,0,0,0,50,0,0,,140001099
Bethe Correia,100,0,160,0,140,0,150,108,50,,140000344
Johnny Eduardo,200,0,80,0,0,0,125,52,0,,140000756
Nick Diaz,400,180,80,0,0,0,175,258,75,,140001133
Martin Sano,0,0,0,0,0,0,25,0,0,,140001179
Antonio Arroyo,0,0,0,0,0,0,75,32,0,,140000481
Mike Rodriguez,200,0,0,0,0,0,125,81,0,,140000464
Impa Kasanganay,0,90,80,0,0,0,50,14,0,,140000577
Emily Whitmire,0,90,80,0,0,0,100,11,0,,140000076
Sarah Alpar,0,0,0,0,0,0,50,0,0,,140000545
David Zawada,0,90,0,0,0,0,100,0,0,,140000816
Luigi Vendramini,100,0,0,0,0,0,75,11,0,,140000864
Darren Stewart,200,90,80,0,70,0,175,64,0,,140000392
Domingo Pilarte,0,0,0,0,0,0,50,0,0,,140000482
Sasha Palatnikov,100,0,0,0,0,0,50,26,0,,140001086
Roosevelt Roberts,0,180,160,0,0,0,75,63,0,,140000303
Bea Malecki,0,90,80,0,0,0,25,37,0,,140000374
Casey Kenney,0,90,320,0,0,0,75,98,0,,140000227
Drako Rodriguez,0,0,0,0,0,0,50,2,0,,140001022
Anderson Dos Santos,0,90,0,0,0,0,75,2,0,,140000418
Jamey Simmons,0,0,0,0,0,0,50,0,0,,140001081
Ashley Yoder,0,0,160,0,70,0,175,55,0,,140000415
Ryan Benoit,200,0,0,0,70,0,150,33,0,,140000887
Ian Heinisch,100,0,160,0,0,0,100,70,0,,140000367
Marion Reneau,200,180,80,0,0,0,175,137,0,,140000158
Jeremy Stephens,700,0,480,0,70,0,450,295,75,,140000136
Conor McGregor,800,0,80,75,0,0,100,141,275,,140000867
Carlos Condit,400,0,240,0,70,0,250,347,150,,140000652
Omari Akhmedov,200,90,400,0,70,0,125,124,0,,140000163
Jerome Rivera,0,0,0,0,0,0,100,3,0,,140000949
Michel Prazeres,0,270,320,0,210,0,100,125,0,,140000103
Yancy Medeiros,200,270,0,0,70,0,200,28,25,,140000021
Julia Avila,100,90,80,0,0,0,25,33,0,,140000439
Justin Jaynes,100,0,0,0,0,0,100,12,0,,140000921
Dhiego Lima,100,0,80,0,140,0,175,55,0,,140000290
Roque Martinez,0,0,0,0,0,0,75,0,0,,140001039
Kanako Murata,0,0,80,0,0,0,25,0,0,,140001084
Lara Procopio,0,0,80,0,0,0,50,0,0,,140000581
Demian Maia,100,990,640,75,70,0,275,179,175,,140000047
Walt Harris,600,0,0,0,0,0,225,104,25,,140000323
Youssef Zalal,0,0,240,0,0,0,75,87,0,,140000895
Victor Rodriguez,0,0,0,0,0,0,50,0,0,,140001069
Jacare Souza,400,360,80,0,0,0,175,95,100,,140000309
Kevin Aguilar,0,0,160,0,0,0,100,18,0,,140000230
Gregor Gillespie,400,180,80,0,0,0,25,101,0,,140000022
Maurice Greene,100,180,0,0,70,0,100,37,0,,140000154
Christian Aguilera,100,0,0,0,0,0,50,6,0,,140000914
Kai Kamaka,0,0,80,0,0,0,50,0,0,,
KB Bhullar,0,0,0,0,0,0,50,0,0,,140001046
Luke Sanders,100,90,80,0,0,0,125,146,0,,140000078
Stefan Sekulic,0,0,0,0,0,0,50,0,0,,140000860
Justine Kish,0,0,240,0,0,0,100,68,0,,140000671
Juan Espino,0,180,0,0,0,0,25,28,0,,140000876
Luis Pena,100,90,160,0,70,0,75,101,0,,140000213
Bartosz Fabinski,0,0,240,0,0,0,75,58,0,,140000815
Anthony Birchak,100,0,0,0,70,0,100,38,0,,140001083
Mike Perry,400,0,160,0,70,0,200,95,0,,140000307
Hunter Azure,0,0,160,0,0,0,50,73,0,,140000453
Jarjis Danho,100,0,0,0,0,0,25,8,0,,140000642
Yorgan De Castro,100,0,0,0,0,0,75,0,0,,140000405
Jordan Griffin,0,90,0,0,0,0,100,16,0,,140000603
Thomas Almeida,400,0,80,0,0,0,125,93,25,,140000667
Stipe Miocic,900,0,400,0,0,0,100,327,300,,140000558
Tyron Woodley,500,90,80,75,70,0,150,136,175,,140000144
Abu Azaitar,0,0,80,0,0,0,25,29,0,,140000818
Gustavo Lopez,0,90,0,0,0,0,50,9,0,,140000916
Ray Rodriguez,0,0,0,0,0,0,50,0,0,,140000543
Megan Anderson,200,90,0,0,0,0,75,10,25,,140000364
Joseph Benavidez,500,90,640,0,70,0,150,331,100,,140000019
Jordan Espinosa,0,0,160,0,0,0,100,113,0,,140000199
Aalon Cruz,0,0,0,0,0,0,50,0,0,,140000511
Jimmie Rivera,100,0,400,0,70,0,100,132,25,,140000085
Vince Cachero,0,0,0,0,0,0,50,0,0,,140000978
