name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Randa Markos,0,90,320,0,140,0,250,166,0,466,140000202
Ryan Hall,0,90,320,0,0,0,25,79,0,464,140000461
Misha Cirkunov,100,450,0,0,0,0,175,89,0,464,140000135
Paul Kelly,100,90,240,0,0,0,100,133,0,463,140003235
Makwan Amirkhani,100,360,80,0,70,0,175,25,0,460,140000385
Dan Hardy,200,0,160,0,140,0,100,35,25,460,140003945
Chase Hooper,200,90,80,0,0,0,75,164,0,459,140000820
Sijara Eubanks,100,0,320,0,0,0,125,163,0,458,140000360
Nina Nunes,0,90,240,0,70,0,100,158,0,458,140000398
Joaquin Buckley,400,0,0,0,70,0,100,86,0,456,140000989
Damir Ismagulov,0,0,320,0,70,0,50,114,0,454,140000099
Augusto Sakai,200,0,80,0,140,0,100,84,50,454,140000299
Benoit Saint Denis,200,180,0,0,0,0,25,99,0,454,
James Te Huna,300,0,160,0,0,0,125,93,25,453,140004374
Taylor Lapilus,100,0,240,0,0,0,25,138,0,453,140001567
Ramsey Nijem,200,0,240,0,0,0,125,137,0,452,140004559
Sean Brady,0,180,240,0,0,0,25,56,0,451,140000882
Cortney Casey,100,180,160,0,70,0,225,166,0,451,140000093
Alessio Sakara,400,0,80,0,70,0,200,100,0,450,140004609
Joe Solecki,0,180,160,75,0,0,25,59,0,449,140000457
Sean Woodson,100,0,160,0,70,0,25,143,0,448,140000495
Pat Sabatini,0,180,240,0,0,0,25,53,0,448,140001104
Luis Pena,100,90,160,0,70,0,75,101,0,446,140000213
Makhmud Muradov,200,0,160,0,0,0,50,135,0,445,140000619
Miles Johns,200,0,80,0,70,50,50,93,0,443,140000424
Thiago Moises,0,270,240,0,0,0,125,31,25,441,140000341
Matt Frevola,300,0,80,0,70,0,75,66,0,441,140000259
Antonio Rodrigo Nogueira,100,180,160,0,0,0,150,50,100,440,140004605
Nassourdine Imavov,200,0,160,0,0,0,50,104,25,439,140001027
Phil Hawes,200,0,80,75,0,0,75,158,0,438,140001025
Daniel Kelly,100,90,240,0,70,0,100,38,0,438,140000750
Jamie Mullarkey,200,0,160,0,70,0,100,104,0,434,140000624
Casey Kenney,0,90,320,0,0,0,75,98,0,433,140000227
Song Kenan,300,0,160,0,0,0,75,48,0,433,140000590
Brandon Royval,100,270,0,0,70,0,50,43,0,433,140000910
Jordan Mein,200,0,160,0,70,0,100,103,0,433,140000829
Wanderlei Silva,400,0,80,0,0,0,175,52,75,432,140004103
Marc-Andre Barriault,200,90,160,0,0,0,125,106,0,431,140000322
Albert Tumenov,300,0,80,0,70,0,75,55,0,430,140002720
Leslie Smith,200,0,160,0,0,0,75,145,0,430,140004329
Norman Parke,100,0,320,0,0,0,75,84,0,429,140004648
Maryna Moroz,0,180,240,0,70,0,125,64,0,429,140000224
Jeremy Horn,100,360,80,0,0,0,175,39,25,429,140002909
Lorenz Larkin,300,0,80,0,70,0,125,103,0,428,140003601
Mickey Gall,0,450,80,0,0,0,125,22,0,427,140000132
Tatsuro Taira,0,180,160,0,0,0,0,87,0,427,140001386
Edmen Shahbazyan,300,90,0,0,70,0,100,67,0,427,140000130
Cyrille Diabate,100,90,80,75,0,0,100,182,0,427,140003501
Chris Daukaus,400,0,0,0,0,0,100,76,50,426,140000992
Bryan Caraway,0,360,80,0,70,0,100,14,0,424,140000705
Roman Kopylov,400,0,0,0,0,0,50,74,0,424,140000645
Marion Reneau,200,180,80,0,0,0,175,137,0,422,140000158
Bill Algeo,100,90,160,0,0,0,75,147,0,422,140000407
Cody Durden,100,0,320,0,0,0,50,52,0,422,140000976
Eddie Wineland,500,0,0,0,70,0,250,76,25,421,140000390
Zubaira Tukhugov,200,0,160,0,70,0,75,66,0,421,140000598
Matt Schnell,0,270,80,0,140,0,125,55,0,420,140000152
Liz Carmouche,100,0,240,0,70,0,125,82,50,417,140000117
George Roop,200,0,160,0,70,0,200,186,0,416,140004689
Diego Brandao,100,180,160,0,0,0,100,46,25,411,140004565
Christos Giagos,100,180,240,0,0,0,175,65,0,410,140000384
Brett Johns,0,180,240,0,0,0,50,39,0,409,140000735
Joselyne Edwards,0,0,160,0,140,0,75,183,0,408,140001097
Jerry Bohlander,0,360,80,0,0,0,50,18,0,408,140004848
Bethe Correia,100,0,160,0,140,0,150,108,50,408,140000344
Montana De La Rosa,100,270,80,0,0,0,100,57,0,407,140000067
Eddie Alvarez,200,0,0,0,140,0,75,66,75,406,140000830
Claudio Puelles,0,270,160,0,0,0,50,25,0,405,140000607
Ignacio Bahamondes,100,90,80,0,0,0,50,185,0,405,140001067
John Howard,200,0,80,0,280,0,175,20,0,405,140004324
Justin Scoggins,100,0,240,0,0,0,125,189,0,404,140000804
Steven Siler,100,90,240,0,0,0,100,74,0,404,140004538
Johnny Case,100,90,160,0,0,0,50,103,0,403,140004687
Marlon Moraes,200,90,0,0,140,0,150,23,100,403,140000052
Mark Kerr,200,180,0,0,0,0,0,22,0,402,140004947
Matthew Semelsberger,200,0,240,0,0,0,100,62,0,402,140001006
Jose Quinonez,0,90,320,0,0,0,100,92,0,402,
Miranda Maverick,0,180,160,0,0,0,75,137,0,402,140000928
Efrain Escudero,100,90,240,0,0,0,175,146,0,401,140004680
Jacob Volkmann,0,90,240,0,140,0,100,31,0,401,140004203
Viviane Araujo,100,0,320,0,0,0,100,55,25,400,140000333
Ali Bagautinov,100,0,240,0,0,0,75,110,25,400,140004704
Ben Nguyen,100,180,80,0,0,0,75,114,0,399,140000684
Guy Mezger,200,90,80,0,0,0,25,54,0,399,140004957
Chris Wade,0,180,240,0,0,0,50,28,0,398,140004643
Andre Muniz,0,270,160,0,0,0,50,17,0,397,140000524
Daniel Pineda,100,360,0,0,0,0,150,87,0,397,140000931
Jason MacDonald,200,360,0,0,0,0,200,36,0,396,140003666
Aspen Ladd,300,0,80,0,0,0,75,41,50,396,140000359
Ariane Lipski,0,90,240,0,70,0,125,120,0,395,140000012
Yana Santos,0,0,320,0,0,0,125,175,25,395,140000159
Yancy Medeiros,200,270,0,0,70,0,200,28,25,393,140000021
Gavin Tucker,0,180,160,0,0,0,75,127,0,392,140000499
Cameron Saaiman,200,0,0,75,0,0,0,114,0,389,140001540
Gian Villante,400,0,0,0,210,0,275,54,0,389,140000119
Siyar Bahadurzada,300,90,0,0,0,0,100,98,0,388,140000618
Jeremiah Wells,200,90,0,0,70,0,25,53,0,388,140001040
Claudio Silva,0,270,80,0,70,0,75,43,0,388,140000189
Paddy Pimblett,100,180,80,0,0,0,0,26,0,386,140001181
Jason Lambert,300,90,0,0,0,0,100,96,0,386,140002325
Justin Willis,100,0,240,0,0,0,25,70,0,385,140000219
Julian Erosa,100,180,80,0,140,0,175,58,0,383,140000157
Armen Petrosyan,0,0,160,0,70,0,25,175,0,380,140001282
Ramazan Emeev,0,0,320,0,70,0,75,65,0,380,140000738
Brian Ebersole,100,0,160,0,140,0,75,55,0,380,140004703
Javid Basharat,0,0,240,0,0,0,0,140,0,380,140001172
Jon Madsen,100,0,160,0,70,0,25,73,0,378,140004240
Greg Hardy,300,0,80,0,0,0,125,123,0,378,140000023
Manel Kape,200,0,160,0,0,0,50,67,0,377,140000959
Erik Koch,200,90,160,0,0,0,125,49,0,374,140000498
Damon Jackson,100,180,160,0,0,0,100,34,0,374,140001041
Martin Buday,0,90,160,0,70,0,0,53,0,373,140001253
Jordan Johnson,0,90,160,0,70,0,0,52,0,372,140000704
Frankie Saenz,0,0,240,0,140,0,125,116,0,371,140000206
Chris Curtis,300,0,80,0,0,0,50,41,0,371,140000766
Desmond Green,100,0,160,0,70,0,75,114,0,369,140000233
Carlston Harris,100,180,80,0,0,0,25,34,0,369,140001115
Jeff Molina,100,0,80,0,70,0,0,119,0,369,140000998
Andrew Sanchez,100,0,320,0,0,0,125,73,0,368,140000321
Terrance McKinney,200,180,0,0,0,0,75,63,0,368,140000494
Rafa Garcia,0,90,240,0,0,0,75,112,0,367,140001108
Patrick Smith,100,270,0,0,0,0,25,20,0,365,
Joaquim Silva,300,0,0,0,140,0,100,24,0,364,140000519
Antoni Hardonk,400,0,0,0,0,0,100,64,0,364,140003864
Shamil Abdurakhimov,200,0,160,0,70,0,150,59,25,364,140000271
Jiri Prochazka,200,90,0,0,0,0,0,23,50,363,
Muhammad Mokaev,0,270,80,0,0,0,0,12,0,362,140001364
Dustin Hazelett,0,360,80,0,0,0,125,46,0,361,140003635
Antonina Shevchenko,100,90,80,0,70,0,100,120,0,360,140000282
Dan Miller,0,360,80,0,70,0,175,24,0,359,140004441
Tabatha Ricci,0,90,240,0,0,0,25,54,0,359,140001127
Marco Ruas,100,270,0,0,0,0,50,39,0,359,140004976
Caio Borralho,0,90,240,0,0,0,0,28,0,358,140001215
Waldo Cortes-Acosta,100,0,160,0,0,0,25,122,0,357,140001501
Ricky Glenn,100,0,80,0,140,0,100,136,0,356,140000806
Jake Shields,0,0,80,0,210,0,75,91,50,356,140004317
Jake Collier,100,90,160,0,70,0,225,161,0,356,140000902
Ruslan Magomedov,0,0,240,0,0,0,0,115,0,355,140004705
Taila Santos,0,90,240,0,0,0,75,74,25,354,140000037
Trevor Smith,0,0,320,0,70,0,175,139,0,354,140000650
Kevin Randleman,0,0,320,0,0,0,75,33,75,353,140002312
Michael Morales,200,0,80,0,0,0,0,73,0,353,140001209
Mark Madsen,100,0,160,0,70,0,25,48,0,353,
Alan Patrick,100,0,320,0,0,0,100,32,0,352,140000678
Marco Polo Reyes,300,0,0,0,70,0,100,82,0,352,
Robert Peralta,200,0,80,0,70,0,75,76,0,351,140004423
Josh Neer,0,270,160,0,0,0,225,146,0,351,140004296
Uros Medic,300,0,0,0,0,0,25,76,0,351,140000952
Jordan Leavitt,200,90,0,0,70,0,50,40,0,350,140000963
Din Thomas,0,180,160,0,70,0,100,40,0,350,140003817
Azamat Murzakanov,200,0,80,0,0,0,0,68,0,348,140001134
Paul Taylor,200,0,80,0,70,0,125,123,0,348,140004281
Sean Pierson,0,0,240,75,0,0,50,81,0,346,140004473
Soa Palelei,400,0,0,0,0,0,75,21,0,346,140004603
Justin Tafa,400,0,0,0,0,0,75,19,0,344,140000627
Maurice Smith,100,90,80,0,70,0,75,79,0,344,140002485
Manvel Gamburyan,0,270,240,0,0,0,200,33,0,343,140004497
Aiemann Zahabi,200,0,160,0,0,0,50,31,0,341,140000318
Fares Ziam,0,0,240,75,0,0,50,76,0,341,
Alex Garcia,200,90,80,0,70,0,125,25,0,340,140000734
Kajan Johnson,100,0,160,0,70,0,75,82,0,337,140000715
Sabina Mazo,0,90,80,0,70,0,100,196,0,336,140000225
Felipe Arantes,100,180,160,0,0,0,150,46,0,336,140000781
Kenny Robertson,100,180,80,0,0,0,125,100,0,335,140004657
Mac Danzig,100,180,160,0,0,0,200,95,0,335,140004325
Todd Duffee,300,0,0,0,0,0,50,60,25,335,140000606
Brad Riddell,0,0,240,0,70,0,75,98,0,333,140000625
Anthony Perosh,200,270,0,0,0,0,175,37,0,332,140004742
Alex White,200,0,160,0,0,0,150,122,0,332,140000148
Seth Baczynski,100,180,80,0,70,0,150,51,0,331,140004178
Jeff Monson,100,90,80,0,70,0,75,41,25,331,140002376
Francisco Rivera,300,0,80,0,0,0,150,100,0,330,140004210
Darren Stewart,200,90,80,0,70,0,175,64,0,329,140000392
Mirko Filipovic,300,90,0,0,0,0,150,63,25,328,140003659
Godofredo Pepey,100,270,0,0,70,0,150,38,0,328,140000673
Jimmy Crute,200,180,0,0,0,0,100,48,0,328,140000066
Roosevelt Roberts,0,180,160,0,0,0,75,63,0,328,140000303
Luana Carolina,0,0,240,0,70,0,75,91,0,326,140000336
Felicia Spencer,200,90,0,0,0,0,75,85,25,325,140000365
Rinat Fakhretdinov,0,90,160,0,0,0,0,75,0,325,140001419
Nate Landwehr,0,180,80,75,0,0,75,65,0,325,140000889
Dusko Todorovic,300,0,0,0,0,0,100,125,0,325,140000579
SeungWoo Choi,100,0,240,0,0,0,125,109,0,324,140000278
Luiz Cane,300,0,80,0,0,0,125,69,0,324,140004504
Drew Fickett,0,270,80,0,0,0,75,48,0,323,140002545
Pat Barry,400,0,80,0,0,0,175,18,0,323,140004249
Josiane Nunes,100,0,160,0,0,0,0,63,0,323,140001117
Magnus Cedenblad,100,180,80,0,0,0,50,12,0,322,140004389
Sumudaerji,100,0,160,0,0,0,50,112,0,322,
Alatengheili,100,0,160,0,70,0,25,17,0,322,
Melsik Baghdasaryan,100,0,160,0,0,0,25,86,0,321,140001015
Jimi Manuwa,300,0,80,0,0,0,150,65,25,320,140000386
Mitch Gagnon,0,270,80,0,0,0,100,67,0,317,140000310
Caio Magalhaes,200,90,80,0,0,0,75,22,0,317,140004628
Yves Jabouin,0,0,160,0,210,0,125,72,0,317,140004033
Da Woon Jung,200,90,80,0,0,0,75,22,0,317,140000585
Gary Goodridge,400,0,0,0,0,0,100,16,0,316,140004894
Sam Sicilia,300,0,160,0,0,0,175,31,0,316,140004652
Murilo Bustamante,100,180,0,0,0,0,25,11,50,316,140002523
Joe Proctor,200,90,80,0,0,0,100,45,0,315,140004189
Mike Malott,100,180,0,0,0,0,0,33,0,313,140001242
Tim Kennedy,100,0,160,0,0,0,50,53,50,313,140004788
Brad Blackburn,100,0,80,0,70,0,50,112,0,312,140003573
Ludovit Klein,100,0,160,0,70,0,50,32,0,312,140001042
Davi Ramos,0,270,80,0,0,0,75,36,0,311,140000361
Rodolfo Vieira,0,360,0,0,0,0,50,0,0,310,140000537
Marcin Prachnio,100,0,160,0,0,0,125,175,0,310,140000700
Elias Silverio,0,90,160,0,0,0,50,109,0,309,140004650
Drew McFedries,400,0,0,0,0,0,125,34,0,309,140003892
Jessica-Rose Clark,100,0,160,0,70,0,125,104,0,309,140000654
Anthony Njokuani,100,0,160,0,0,0,125,172,0,307,140004014
Lyman Good,300,0,0,0,0,0,75,82,0,307,140000048
Nicolae Negumereanu,200,0,0,0,140,0,50,17,0,307,140000181
Duane Ludwig,100,0,160,0,70,0,125,102,0,307,140004075
Dean Lister,0,180,160,0,0,0,50,15,0,305,140003372
Damir Hadzovic,200,0,80,0,70,0,125,80,0,305,140000105
Adriano Martins,200,90,0,0,70,0,75,19,0,304,140004695
Felice Herrig,0,180,160,0,70,0,125,19,0,304,140000723
Daniel Omielanczuk,200,0,0,150,0,0,125,78,0,303,140004490
Edimilson Souza,200,0,0,0,70,0,25,58,0,303,140004465
Michael Trizano,100,0,80,0,140,0,75,58,0,303,140000356
Lucas Martins,200,90,0,0,70,0,75,17,0,302,140004493
Maximo Blanco,100,0,240,0,0,0,125,87,0,302,140004456
Tamdan McCrory,100,180,80,0,0,0,125,65,0,300,140004791
Jason Knight,100,90,80,0,70,0,125,83,0,298,140000751
William Gomis,100,0,80,0,70,0,0,48,0,298,140001614
Steve Garcia,300,0,0,0,0,0,50,46,0,296,140000564
Rich Clementi,0,270,80,0,70,0,125,1,0,296,140003812
Parker Porter,100,0,240,0,0,0,100,55,0,295,140000991
Joe Duffy,100,180,80,0,0,0,100,35,0,295,140000182
Joanderson Brito,200,90,0,0,0,0,25,29,0,294,140001150
Timothy Johnson,100,0,160,0,70,0,75,38,0,293,
Brian Foster,200,90,0,0,0,0,50,53,0,293,140003974
Luigi Fioravanti,200,0,160,0,0,0,125,56,0,291,140002521
Luke Sanders,100,90,80,0,0,0,125,146,0,291,140000078
Tony Gravely,200,0,80,0,70,0,100,40,0,290,140000544
Joshua Burkman,100,90,240,0,70,0,300,90,0,290,140000692
Gerald Harris,300,0,0,0,0,0,25,15,0,290,140002056
Mike Davis,100,0,160,0,0,0,25,53,0,288,140000295
Dennis Hallman,100,180,80,0,0,0,125,28,25,288,140004229
Viscardi Andrade,100,0,160,0,0,0,25,52,0,287,140004718
Cathal Pendred,0,90,160,0,70,0,50,17,0,287,140004514
Maurice Greene,100,180,0,0,70,0,100,37,0,287,140000154
Karine Silva,0,270,0,0,0,0,0,17,0,287,140001308
Paul Varelans,200,90,80,0,0,0,100,17,0,287,140004901
Paulo Thiago,100,90,240,0,0,0,200,54,0,284,140004143
Rony Jason,200,90,80,0,0,0,100,14,0,284,140004517
Chris Gruetzemacher,100,0,160,0,0,0,100,124,0,284,140000724
Batgerel Danaa,300,0,0,0,0,0,100,83,0,283,140000583
Polyana Viana,100,270,0,0,0,0,125,37,0,282,140000126
TJ Waldburger,0,270,80,0,0,0,100,32,0,282,140004567
Virna Jandiroba,0,180,160,0,0,0,75,16,0,281,140000297
Peter Sobotta,100,90,160,0,0,0,150,80,0,280,140000717
Tim Credeur,200,90,0,0,0,0,50,40,0,280,140003624
Jake O'Brien,100,0,160,0,70,0,75,25,0,280,140003334
Phil Rowe,300,0,0,0,0,0,50,29,0,279,140000568
Marcus Brimage,100,0,160,0,70,0,100,48,0,278,140004554
Chase Sherman,300,0,80,0,0,0,275,173,0,278,140000736
Paul Buentello,200,90,0,0,0,0,75,38,25,278,140004307
Julia Avila,100,90,80,0,0,0,25,33,0,278,140000439
Priscila Cachoeira,300,0,80,0,0,0,125,22,0,277,140000177
Curtis Millender,100,0,160,0,0,0,50,64,0,274,140000171
Jacob Malkoun,0,0,240,0,0,0,75,109,0,274,140001045
Josh Samman,200,90,0,0,0,0,50,34,0,274,140004783
Punahele Soriano,300,0,0,0,0,0,75,48,0,273,140000411
Charles Rosa,0,180,80,0,140,0,200,72,0,272,140000881
Cat Zingano,200,0,80,0,0,0,100,67,25,272,140000709
Dooho Choi,300,0,0,0,0,0,75,22,25,272,140000661
Claude Patrick,0,90,160,0,0,0,25,47,0,272,140003605
Miguel Baeza,200,90,0,0,0,0,75,56,0,271,140000423
Mateusz Rebecki,100,0,80,0,0,0,0,90,0,270,
Ivan Menjivar,100,180,80,0,0,0,125,35,0,270,140003314
CJ Vergara,100,0,80,0,70,0,50,70,0,270,140001171
David Branch,100,0,160,0,70,0,125,40,25,270,140000244
Ian Freeman,200,0,80,0,0,0,50,40,0,270,140002636
John Castaneda,100,90,80,0,0,0,50,49,0,269,140000943
Andre Ewell,0,0,80,0,210,0,125,103,0,268,140000419
Zak Ottow,100,0,0,0,210,0,100,57,0,267,140000151
Vitor Miranda,300,0,0,0,0,0,100,67,0,267,140000817
Yuta Sasaki,0,360,0,0,0,0,125,32,0,267,
Lando Vannata,100,90,80,0,70,0,175,100,0,265,140000071
David Onama,200,90,0,0,0,0,50,25,0,265,140001325
Vaughan Lee,0,90,160,0,0,0,125,139,0,264,140004525
Guido Cannetti,100,90,160,0,0,0,150,64,0,264,140000659
Tomasz Drwal,200,90,0,0,0,0,75,49,0,264,140003669
Eddie Sanchez,300,0,0,0,0,0,75,38,0,263,140003549
Francimar Barroso,0,0,320,0,0,0,100,42,0,262,140000669
Askar Askarov,0,0,240,0,0,0,25,47,0,262,140000614
Alberto Mina,200,0,0,0,70,0,25,17,0,262,140000739
Jeremy Kennedy,0,0,240,0,0,0,25,46,0,261,140000685
Clint Hester,100,0,80,0,70,0,75,86,0,261,140004592
Mohammed Usman,100,0,160,0,0,0,0,0,0,260,140001511
Ildemar Alcantara,0,90,80,0,140,0,75,24,0,259,140002711
Ode Osbourne,200,0,80,0,70,0,100,7,0,257,
Hyun Gyu Lim,300,0,0,0,0,0,100,31,25,256,140004673
Brad Katona,0,0,240,0,0,0,50,64,0,254,140000326
Valerie Letourneau,0,0,160,0,70,0,75,73,25,253,140004268
Roan Carneiro,100,90,80,0,70,0,125,38,0,253,140003250
Luke Barnatt,100,90,80,0,0,0,75,58,0,253,140004011
Karl Roberson,0,180,80,0,70,0,150,73,0,253,140000016
Rich Attonito,100,0,160,0,0,0,50,43,0,253,140003788
Youssef Zalal,0,0,240,0,0,0,75,87,0,252,140000895
Pablo Garza,100,90,80,0,0,0,75,56,0,251,140004411
Victor Henry,0,0,80,0,70,0,25,126,0,251,140001359
Nick Hein,0,0,320,0,0,0,100,31,0,251,140000375
Jimy Hettes,0,180,80,0,0,0,75,65,0,250,140004595
Megan Anderson,200,90,0,0,0,0,75,10,25,250,140000364
Jon Tuck,100,180,80,0,0,0,125,13,0,248,140000859
Nick Catone,0,90,80,0,140,0,100,37,0,247,140003986
Carlos Newton,0,270,0,0,0,0,100,1,75,246,140002657
George Sullivan,100,0,160,0,0,0,100,86,0,246,140000670
Josh Thomson,200,0,0,75,0,0,100,44,25,244,140004503
Johnny Bedford,200,0,0,0,0,0,75,117,0,242,140004659
Ivan Salaverry,100,180,0,0,0,0,100,62,0,242,140003124
Hugo Viana,100,0,80,0,70,0,75,66,0,241,140004590
Ryan Jimmo,200,0,80,0,0,0,100,61,0,241,140004253
Manny Bermudez,0,270,0,0,0,0,50,21,0,241,140000083
Jason Brilz,100,0,160,0,0,0,100,80,0,240,140003861
DaMarques Johnson,200,180,0,0,0,0,150,10,0,240,140003590
Lavar Johnson,200,0,0,0,0,0,50,89,0,239,140002839
Remco Pardoel,100,180,0,0,0,0,50,9,0,239,140004965
Nick Ring,0,90,160,0,0,0,75,63,0,238,140004264
Julian Marquez,0,270,0,0,0,0,75,41,0,236,140000792
Luke Cummo,200,0,80,0,0,0,100,56,0,236,140003220
Dave Beneteau,200,0,80,0,0,0,75,29,0,234,140004986
Ismail Naurdiev,0,0,160,0,0,0,50,122,0,232,140000104
Antonio Silva,300,0,0,0,0,0,175,7,100,232,140004684
Denise Gomes,200,0,0,0,0,0,25,56,0,231,140001539
Lina Lansberg,0,0,320,0,0,0,175,61,25,231,140000380
Josh Culibao,0,90,80,0,70,0,50,41,0,231,140000899
Jessica Eye,0,0,160,0,140,0,250,131,50,231,140000403
Philipe Lins,100,0,160,0,0,0,50,21,0,231,140000904
Kyle Kingsbury,100,0,160,0,70,0,125,25,0,230,140004563
Shayilan Nuerdanbieke,100,0,160,0,0,0,50,20,0,230,140001122
Mark Hominick,100,90,80,0,0,0,100,35,25,230,140003431
Ian Heinisch,100,0,160,0,0,0,100,70,0,230,140000367
Rodrigo Nascimento,0,90,0,0,140,0,25,24,0,229,140000506
Paddy Holohan,0,90,160,0,0,0,50,28,0,228,
Pascal Krauss,0,0,160,0,0,0,50,117,0,227,140004334
Shonie Carter,100,0,160,0,0,0,75,42,0,227,140003944
Tagir Ulanbekov,0,90,80,0,70,0,25,11,0,226,140000926
Cory McKenna,0,90,160,0,0,0,25,0,0,225,140000970
Adlan Amagov,100,0,80,0,0,0,0,44,0,224,140003318
Ronnie Lawrence,100,0,80,0,0,0,25,69,0,224,140001012
Manuel Torres,200,0,0,0,0,0,0,24,0,224,140001313
Bartosz Fabinski,0,0,240,0,0,0,75,58,0,223,140000815
Paul Sass,0,270,0,0,0,0,50,3,0,223,140004313
Tafon Nchukwi,0,0,160,0,0,0,100,162,0,222,140001019
Nicholas Musoke,0,90,160,0,0,0,75,47,0,222,
Don'Tale Mayes,200,0,80,0,0,0,75,17,0,222,140000476
Ryan Janes,100,0,80,0,0,0,50,92,0,222,140004776
Nate Maness,100,90,80,0,0,0,50,0,0,220,140000961
Mike Russow,100,0,160,0,0,0,50,10,0,220,140003846
Jason Saggo,200,0,0,0,70,0,75,24,0,219,140004661
Arjan Bhullar,0,0,240,0,0,0,25,4,0,219,140000312
Stephanie Egger,100,180,0,0,0,0,75,14,0,219,140001050
Ronny Markes,0,0,160,0,70,0,50,39,0,219,140004031
David Dvorak,0,90,160,0,0,0,75,43,0,218,140000901
Poliana Botelho,100,0,160,0,0,0,100,58,0,218,140000250
Tsuyoshi Kohsaka,100,0,160,0,0,0,75,33,0,218,
Ron Waterman,100,0,80,0,0,0,25,63,0,218,140002018
Cheyanne Vlismas,100,0,80,0,0,0,50,87,0,217,140000987
Justin Salas,100,0,80,0,70,0,100,66,0,216,140004162
Tyson Nam,300,0,0,0,0,0,125,41,0,216,140000608
Sergey Morozov,0,0,240,0,0,0,50,26,0,216,140001038
Tony DeSouza,0,180,80,0,0,0,75,30,0,215,140004067
Sam Hughes,100,0,80,75,0,0,100,60,0,215,140001088
Rob Emerson,100,0,80,0,70,0,75,39,0,214,140003385
Caol Uno,100,0,160,0,0,0,125,51,25,211,140003447
Anthony Hamilton,200,0,80,0,0,0,175,105,0,210,140004303
Sean Spencer,0,0,160,0,70,0,125,104,0,209,140003327
Eugene Jackson,200,90,0,0,0,0,100,18,0,208,140002420
Rinya Nakamura,100,0,80,0,0,0,0,28,0,208,140001440
Viacheslav Borshchev,200,0,0,0,0,0,50,58,0,208,140001268
Justine Kish,0,0,240,0,0,0,100,68,0,208,140000671
Brock Larson,0,180,80,0,0,0,75,22,0,207,140003915
Johnny Eduardo,200,0,80,0,0,0,125,52,0,207,140000756
Joe Pyfer,200,0,0,0,0,0,0,7,0,207,140000965
Don Madge,100,0,80,0,0,0,0,27,0,207,140000593
Yazmin Jauregui,100,0,80,0,0,0,25,51,0,206,140001472
Miguel Torres,0,0,160,0,0,0,50,96,0,206,140003443
Chris Duncan,0,0,80,0,70,0,0,56,0,206,140001140
Riki Fukuda,0,0,160,0,0,0,75,120,0,205,140002997
Marcus McGhee,100,90,0,0,0,0,0,15,0,205,140001724
Dave Menne,0,0,160,0,0,0,100,95,50,205,140003121
Richard Walsh,0,0,160,0,0,0,100,145,0,205,140003633
Mikey Burnett,100,0,80,0,0,0,25,49,0,204,140004832
Charlie Brenneman,0,0,320,0,0,0,175,58,0,203,140003074
Diego Nunes,0,0,160,0,70,0,75,47,0,202,140003305
David Terrell,100,90,0,0,0,0,25,12,25,202,140002649
Vince Morales,100,0,160,0,0,0,125,67,0,202,140000319
Alessio Di Chirico,200,0,0,0,140,0,175,36,0,201,140000417
Daniel Marcos,100,0,0,0,70,0,0,30,0,200,140001622
Carlos Felipe,0,0,80,0,140,0,50,30,0,200,140000898
Jasmine Jasudavicius,0,0,240,0,0,0,50,10,0,200,140001189
Dhiego Lima,100,0,80,0,140,0,175,55,0,200,140000290
Brad Pickett,100,90,80,0,140,0,225,15,0,200,140004463
Chepe Mariscal,100,0,80,0,0,0,0,20,0,200,140005004
Neil Seery,0,90,160,0,0,0,100,50,0,200,140004344
Daniel Santos,100,0,80,0,0,0,25,44,0,199,140001262
Andrew Craig,100,0,80,0,70,0,100,49,0,199,140004482
Igor Pokrajac,200,90,80,0,0,0,200,29,0,199,140004797
Da'Mon Blackshear,100,90,0,0,0,0,50,59,0,199,140001535
Reza Madadi,100,180,0,0,0,0,100,19,0,199,140004715
Scott Ferrozzo,100,0,80,0,0,0,50,68,0,198,140004849
Ange Loosa,0,0,160,0,0,0,25,63,0,198,140001191
Aisling Daly,0,90,80,0,0,0,25,53,0,198,140004786
Mike Kyle,200,0,0,0,0,0,25,23,0,198,140002032
Joey Beltran,200,0,80,0,0,0,150,68,0,198,140004539
Sergey Khandozhko,100,0,80,0,0,0,25,41,0,196,140000381
Mike Easton,100,0,80,75,0,0,100,40,0,195,140004304
Bo Nickal,100,90,0,0,0,0,0,5,0,195,140001492
Kyle Nelson,100,0,160,0,0,0,100,35,0,195,140000315
Pete Spratt,0,270,0,0,0,0,100,25,0,195,140003793
Mounir Lazzez,0,0,160,0,0,0,50,84,0,194,140000924
Tony Fryklund,100,90,0,0,0,0,50,54,0,194,140002595
Paul Daley,200,0,0,0,0,0,25,19,0,194,140004024
Vanessa Demopoulos,0,90,80,0,70,0,50,4,0,194,140000971
Justin Ledet,0,90,80,0,70,0,100,54,0,194,140000044
Lucie Pudilova,100,0,160,0,0,0,150,83,0,193,140000118
Jamie Varner,100,90,0,0,70,0,150,83,0,193,140004412
Omar Morales,0,0,240,0,0,0,100,53,0,193,140000530
Juliana Lima,0,0,240,0,0,0,100,53,0,193,140000672
TJ Brown,0,90,80,0,70,0,100,53,0,193,140000570
William Knight,100,0,160,0,0,0,100,32,0,192,140000549
Che Mills,200,0,0,0,0,0,25,16,0,191,140004425
