name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Justin Lawrence,100,0,0,0,0,0,50,21,0,71,140003871
Rameau Thierry Sokoudjou,100,0,0,0,0,0,50,20,0,70,140004087
Azat Maksum,0,0,0,0,70,0,0,0,0,70,140005006
Sedriques Dumas,0,0,80,0,0,0,25,14,0,69,140001583
Adam Milstead,100,0,0,0,0,0,50,19,0,69,140000703
Jafel Filho,0,90,0,0,0,0,25,3,0,68,140001625
Evan Elder,0,0,80,0,0,0,50,38,0,68,140001410
Dan Bobish,0,90,0,0,0,0,25,3,0,68,140004955
Spike Carlyle,100,0,0,0,0,0,50,18,0,68,140000900
Brandon Davis,0,90,80,0,0,0,175,73,0,68,140000249
Buddy Roberts,0,0,80,0,0,0,25,13,0,68,140002829
Todd Medina,0,90,0,0,0,0,25,3,0,68,140004840
Wesley Correira,100,0,0,0,0,0,50,18,0,68,140002777
Mike Massenzio,0,90,80,0,0,0,125,22,0,67,140003904
Eduardo Garagorri,0,0,80,0,0,0,50,37,0,67,140000540
Gabriel Miranda,0,90,0,0,0,0,25,1,0,66,140001596
Pete Sell,0,90,80,0,0,0,125,21,0,66,140003983
Scott Morris,0,90,0,0,0,0,25,1,0,66,140004808
Jake Hecht,100,0,0,0,0,0,50,16,0,66,140004578
Steven Graham,0,90,0,0,0,0,25,0,0,65,140004900
Mario Miranda,100,0,0,0,0,0,75,40,0,65,140003125
Levan Makashvili,0,0,0,0,70,0,25,20,0,65,140003982
Nate Loughran,0,90,0,0,0,0,25,0,0,65,140003583
Ben Askren,0,90,0,0,0,0,50,0,25,65,140000143
Mike Ciesnolevicz,0,90,0,0,0,0,25,0,0,65,140002530
Roman Mitichyan,0,90,0,0,0,0,25,0,0,65,140004010
Anthony Torres,0,90,0,0,0,0,25,0,0,65,140003652
Aaron Rosa,0,0,0,75,0,0,50,40,0,65,140003653
Diego Lopes,0,90,0,0,0,0,25,0,0,65,140001199
Stanislav Nedkov,100,0,0,0,0,0,50,14,0,64,140004568
Joe Moreira,0,0,80,0,0,0,25,9,0,64,140004933
Saparbeg Safarov,0,0,80,0,0,0,75,59,0,64,140000180
Eric Spicely,0,180,0,0,0,0,125,8,0,63,140000412
Andre Soukhamthath,100,0,80,0,0,0,125,8,0,63,140000252
Francisco Trevino,0,0,80,0,0,0,50,33,0,63,140004262
Ben Alloway,100,0,0,0,0,0,50,13,0,63,140004636
Mark Weir,100,0,0,0,0,0,50,13,0,63,140002615
Reginaldo Vieira,0,0,80,0,0,0,50,33,0,63,140004610
Marcel Fortuna,100,0,0,0,0,0,50,12,0,62,140002484
Tristan Connelly,0,0,80,0,0,0,50,32,0,62,140000605
Felipe Colares,0,0,80,0,70,0,100,12,0,62,140000032
Adam Fugitt,100,0,0,0,0,0,50,11,0,61,140001521
Robert McDaniel,0,90,0,0,0,0,50,21,0,61,
Leah Letson,0,0,0,0,70,0,25,16,0,61,140000648
Marcos Vinicius,100,0,0,0,0,0,50,11,0,61,140004057
Jeff Hougland,0,0,80,0,0,0,50,30,0,60,140003865
Cal Worsham,100,0,0,0,0,0,50,10,0,60,140004906
Reuben Duran,0,90,0,0,0,0,75,44,0,59,140004658
Leonardo Mafra,0,0,80,0,0,0,75,54,0,59,140004501
Issei Tamura,100,0,0,0,0,0,50,9,0,59,140003115
Harold Howard,100,0,0,0,0,0,50,9,0,59,140004962
Nikolas Motta,100,0,0,0,0,0,50,9,0,59,140001074
John Gunderson,0,0,80,0,0,0,50,29,0,59,140001735
Julija Stoliarenko,0,180,0,0,0,0,125,3,0,58,140000874
Themba Gorimbo,0,0,80,0,0,0,25,3,0,58,140001697
Joseph Morales,0,90,0,0,0,0,50,18,0,58,140000674
Jesus Pinedo,0,0,80,0,0,0,25,2,0,57,140000217
Bruna Brasil,0,0,80,0,0,0,25,2,0,57,140001619
Mike Guymon,0,0,80,0,0,0,75,52,0,57,140002134
Ron Stallings,0,0,80,0,0,0,50,27,0,57,140002233
Markus Perez,0,180,0,0,0,0,125,2,0,57,140000039
Anton Kuivanen,0,0,0,0,70,0,50,36,0,56,140002815
Christian Aguilera,100,0,0,0,0,0,50,6,0,56,140000914
Jamie Moyle,0,0,80,0,0,0,50,26,0,56,140000796
Jamal Pogues,0,0,80,0,0,0,25,0,0,55,140000566
Alex Karalexis,100,0,0,0,0,0,50,5,0,55,140002003
Loik Radzhabov,0,0,80,0,0,0,25,0,0,55,140001345
Valmir Lazaro,0,0,0,0,70,0,50,35,0,55,140004618
Ryan Jensen,0,180,0,0,0,0,150,25,0,55,140003900
Matt Hobar,0,0,80,0,0,0,50,25,0,55,140004118
Kanako Murata,0,0,80,0,0,0,25,0,0,55,140001084
Sirwan Kakai,0,0,80,0,0,0,25,0,0,55,140004349
Kevin Ferguson,0,0,80,0,0,0,25,0,0,55,140004266
Denis Kang,0,0,80,0,0,0,50,25,0,55,140001919
Patrick Walsh,0,0,80,0,0,0,25,0,0,55,140004445
Rolando Delgado,0,90,0,0,0,0,50,14,0,54,140004176
David Bielkheden,0,0,80,0,0,0,50,24,0,54,140003067
Ihor Potieria,100,0,0,0,0,0,50,4,0,54,140001142
Christian Morecraft,0,90,0,0,0,0,75,39,0,54,140003958
Cole Smith,0,0,80,0,0,0,50,23,0,53,140000311
Mara Romero Borella,0,90,0,0,70,0,125,18,0,53,140000038
Ian Loveland,0,0,80,0,0,0,50,23,0,53,140004421
Dan Cramer,0,0,0,0,70,0,25,8,0,53,140002033
Mark De La Rosa,0,90,0,0,70,0,125,17,0,52,140000223
Justin Edwards,0,90,80,0,0,0,125,7,0,52,140004494
Erick Montano,0,0,0,0,70,0,50,31,0,51,140004746
Nathan Coy,0,0,80,0,0,0,50,21,0,51,140004761
Simeon Thoresen,0,90,0,0,0,0,50,11,0,51,140003202
John Gunther,0,0,0,75,0,0,25,0,0,50,140000790
Matt Veach,100,0,0,0,0,0,50,0,0,50,140003243
Jason Von Flue,0,90,0,0,0,0,50,10,0,50,140001747
Justin Eilers,100,0,0,0,0,0,75,0,25,50,140002445
Rory Markham,100,0,0,0,0,0,50,0,0,50,140003597
Maheshate,100,0,0,0,0,0,50,0,0,50,
John Salter,100,0,0,0,0,0,50,0,0,50,140002066
Daichi Abe,0,0,80,0,0,0,50,20,0,50,140000682
Joachim Christensen,100,0,0,0,0,0,75,25,0,50,140004686
Dale Hartt,100,0,0,0,0,0,50,0,0,50,140003567
Francis Marshall,100,0,0,0,0,0,50,0,0,50,140001504
Nate Mohr,0,0,80,0,0,0,75,44,0,49,140002529
Jake Rosholt,0,90,0,0,0,0,50,9,0,49,140002387
Renee Forte,0,0,80,0,0,0,75,44,0,49,140004510
Cody Donovan,100,0,0,0,0,0,75,24,0,49,140004631
Chris Cope,0,0,80,0,0,0,50,19,0,49,140003603
Gustavo Lopez,0,90,0,0,0,0,50,9,0,49,140000916
Yoshihiro Akiyama,0,0,80,0,70,0,125,24,0,49,140004755
Trey Ogden,0,0,80,0,0,0,50,19,0,49,140001409
Austin Arnett,0,0,80,0,0,0,75,44,0,49,140000062
Bart Palaszewski,100,0,0,0,0,0,75,24,0,49,140004394
Masanori Kanehara,0,0,80,0,0,0,50,18,0,48,140004693
Per Eklund,0,90,0,0,0,0,50,8,0,48,140002550
Marcelo Golm,0,90,0,0,0,0,75,33,0,48,140000284
Renato Verissimo,0,0,80,0,0,0,50,18,0,48,140001915
Alex Nicholson,100,0,0,0,0,0,75,23,0,48,140003890
Walel Watson,100,0,0,0,0,0,75,23,0,48,140004292
Will Brooks,0,0,80,0,0,0,75,42,0,47,140004298
Luke Zachrich,0,0,80,0,0,0,50,17,0,47,140003777
Rob MacDonald,0,90,0,0,0,0,50,7,0,47,140002239
Mark Eddiva,0,0,80,0,0,0,75,42,0,47,140003981
Zarrukh Adashev,0,0,80,0,0,0,75,41,0,46,140000915
Frankie Perez,100,0,0,0,0,0,75,21,0,46,140004779
Alvin Robinson,0,0,80,0,0,0,75,41,0,46,140003543
Willie Gates,100,0,0,0,0,0,75,21,0,46,140004794
Joe Ellenberger,0,0,0,0,70,0,25,0,0,45,140004326
Eddie Yagin,0,0,0,0,70,0,25,0,0,45,140004250
Glaico Franca Moreira,0,90,0,0,0,0,50,5,0,45,
AJ Dobson,0,0,80,0,0,0,50,14,0,44,140001175
Shamar Bailey,0,0,80,0,0,0,50,14,0,44,140003571
Vik Grujic,100,0,0,0,0,0,75,18,0,43,140003880
Matt Arroyo,0,90,0,0,0,0,50,3,0,43,140004016
Jason DeLucia,0,90,0,0,0,0,50,3,0,43,140005002
Pawel Pawlak,0,0,80,0,0,0,50,13,0,43,140004079
Mike Ricci,0,0,80,0,0,0,50,13,0,43,140004664
Bevon Lewis,0,0,80,0,0,0,75,38,0,43,140000393
Cody Gibson,100,0,0,0,0,0,100,42,0,42,140002905
Eddie Gordon,100,0,0,0,0,0,75,17,0,42,140004470
Nick Pace,0,90,0,0,0,0,50,2,0,42,140004414
Robert Sanchez,0,90,0,0,0,0,50,1,0,41,
Antonio Braga Neto,0,90,0,0,0,0,50,1,0,41,140001087
Niklas Backstrom,0,90,0,0,0,0,50,1,0,41,140004319
Darko Stosic,100,0,0,0,0,0,75,15,0,40,
Kron Gracie,0,90,0,0,0,0,50,0,0,40,140000092
Tresean Gore,0,90,0,0,0,0,50,0,0,40,140001198
Charles Byrd,0,90,0,0,0,0,75,25,0,40,140000129
Mandy Bohm,0,0,0,0,70,0,50,20,0,40,140001182
Charles McCarthy,0,90,0,0,0,0,50,0,0,40,140003770
Carlos Eduardo Rocha,0,90,0,0,0,0,50,0,0,40,140004328
Akihiro Gono,0,90,0,0,0,0,50,0,0,40,140003947
Ricardo Romero,0,90,0,0,0,0,50,0,0,40,140003839
Ian Entwistle,0,90,0,0,0,0,50,0,0,40,140004346
Hector Urbina,0,90,0,0,0,0,50,0,0,40,140004764
Jimmy Flick,0,90,0,0,0,0,50,0,0,40,140001014
Steve Bruno,0,90,0,0,0,0,50,0,0,40,140003685
Guram Kutateladze,0,0,0,0,70,0,50,20,0,40,140001054
Gilbert Melendez,0,0,80,0,0,0,150,60,50,40,140000443
Sean McCorkle,0,90,0,0,0,0,50,0,0,40,140004151
Josh Stansbury,0,0,0,75,0,0,50,14,0,39,140004274
Mason Jones,0,0,80,0,0,0,50,9,0,39,140001094
Shane Campbell,0,0,80,0,0,0,100,59,0,39,140003836
Clay Collard,0,0,80,0,0,0,75,34,0,39,140004248
Clifford Starks,0,0,80,0,0,0,50,8,0,38,140004375
Emil Meek,0,0,80,0,0,0,75,33,0,38,140000660
Kamuela Kirk,0,0,80,0,0,0,50,8,0,38,140000489
Silvana Gomez Juarez,100,0,0,0,0,0,75,13,0,38,140001257
Denis Tiuliulin,100,0,0,0,0,0,75,13,0,38,140001407
Klidson Abreu,0,0,80,0,0,0,50,8,0,38,140000114
Jeremy Kimball,100,0,0,0,0,0,75,13,0,38,140000814
Mickael Lebout,0,0,80,0,0,0,50,8,0,38,140003622
Nadia Kassem,0,0,80,0,0,0,50,7,0,37,140000068
Alexander Munoz,0,0,80,0,0,0,50,7,0,37,140000825
Marcus LeVesseur,0,0,0,0,70,0,50,17,0,37,140003636
Devin Powell,100,0,0,0,0,0,75,11,0,36,140000827
Mizuto Hirota,0,0,80,0,0,0,125,81,0,36,140000683
Luigi Vendramini,100,0,0,0,0,0,75,11,0,36,140000864
Mike Grundy,100,0,0,0,0,0,75,11,0,36,140000175
Danny Chavez,0,0,80,0,0,0,50,6,0,36,140000990
Chris de la Rocha,100,0,0,0,0,0,75,10,0,35,140000760
Syuri Kondo,0,0,0,0,70,0,75,40,0,35,140000416
Jinh Yu Frey,0,0,160,0,0,0,125,0,0,35,140000929
Raphael Pessoa,0,0,80,0,0,0,50,5,0,35,140000533
Jerrod Sanders,0,0,80,0,0,0,50,5,0,35,140004486
Clay Harvison,0,0,0,0,70,0,50,15,0,35,140003566
Roger Narvaez,0,0,0,0,70,0,50,14,0,34,140004183
Hans Stringer,0,0,0,0,70,0,50,13,0,33,140004523
Joseph Holmes,0,90,0,0,0,0,75,18,0,33,140001265
Michael Kuiper,100,0,0,0,0,0,75,7,0,32,140003293
Rafaello Oliveira,0,0,160,0,0,0,150,22,0,32,140004104
Shinsho Anzai,0,0,80,0,0,0,50,2,0,32,140000779
Jenel Lausa,0,0,80,0,0,0,75,27,0,32,140000776
Elizabeth Phillips,0,0,80,0,0,0,75,27,0,32,140004555
Jamie Pickett,0,0,160,0,0,0,150,22,0,32,140000410
David Michaud,0,0,80,0,0,0,50,2,0,32,140003997
Kurt Holobaugh,0,90,0,0,0,0,100,41,0,31,140000340
Kai Kamaka,0,0,80,0,0,0,50,0,0,30,
Orion Cosce,0,0,80,0,0,0,50,0,0,30,140000986
Curt Warburton,0,0,80,0,0,0,50,0,0,30,140004222
Daniel Spitz,100,0,0,0,0,0,75,5,0,30,140000637
Lara Procopio,0,0,80,0,0,0,50,0,0,30,140000581
Kay Hansen,0,90,0,0,0,0,75,15,0,30,140000930
Heather Clark,0,0,80,0,0,0,50,0,0,30,140004790
Montserrat Conejo Ruiz,0,0,80,0,0,0,50,0,0,30,140001110
Matt Dwyer,100,0,0,0,0,0,75,5,0,30,140004711
Mads Burnell,0,0,80,0,0,0,50,0,0,30,140000656
Callan Potter,0,0,80,0,0,0,50,0,0,30,140000055
Jonathan Wilson,100,0,0,0,0,0,75,4,0,29,140004708
Kyle Bradley,100,0,0,0,0,0,75,4,0,29,140003264
Humberto Bandenay,100,0,0,0,0,0,75,4,0,29,140000539
Dominique Steele,100,0,0,0,0,0,100,29,0,29,140004550
Carlo Pedersoli Jr.,0,0,0,0,70,0,50,9,0,29,140000111
Tucker Lutz,0,0,80,0,0,0,75,23,0,28,140001036
Talita Bernardo,0,0,80,0,0,0,75,23,0,28,140000332
Mark Hall,100,0,0,0,0,0,75,2,0,27,140004960
Alvaro Herrera Mendoza,100,0,0,0,0,0,75,2,0,27,
Maria Oliveira,0,0,0,0,70,0,75,32,0,27,140000851
Jessica Aguilar,0,0,80,0,0,0,100,47,0,27,140000234
Dave Herman,100,0,0,0,0,0,100,26,0,26,140004109
Kevin Casey,0,0,80,0,0,0,75,21,0,26,140004485
Shanna Young,100,0,0,0,0,0,75,1,0,26,140000546
Josh Sampo,0,90,0,0,0,0,75,10,0,25,140004679
Isaac Vallie-Flagg,0,0,0,0,70,0,75,30,0,25,140002319
Kyle Bochniak,0,0,80,0,70,0,125,0,0,25,140000666
Yorgan De Castro,100,0,0,0,0,0,75,0,0,25,140000405
Scott Smith,100,0,0,0,0,0,75,0,0,25,140002642
Marcin Held,0,0,80,0,0,0,75,20,0,25,140004716
Masio Fullen,0,0,0,0,70,0,50,5,0,25,140003036
Goran Reljic,100,0,0,0,0,0,75,0,0,25,140003166
Geane Herrera,100,0,0,0,0,0,75,0,0,25,140004632
John Albert,100,0,0,0,0,0,100,24,0,24,140004549
Jason Gonzalez,0,90,0,0,0,0,75,9,0,24,140000293
Kuniyoshi Hironaka,0,0,80,0,0,0,75,19,0,24,140003745
Jon Delos Reyes,0,90,0,0,0,0,75,8,0,23,140003948
Akbarh Arreola,0,90,0,0,0,0,75,7,0,22,140004548
Ernest Chavez,0,0,0,0,70,0,50,2,0,22,140002896
Chris Fishgold,0,90,0,0,0,0,75,7,0,22,140000109
Gloria de Paula,0,0,80,0,0,0,75,17,0,22,140001065
Augusto Mendes,0,0,0,0,70,0,50,2,0,22,140002957
Teemu Packalen,0,90,0,0,0,0,75,6,0,21,140000595
Richie Vaculik,0,0,80,0,0,0,75,16,0,21,140004735
Zhang Tiequan,0,90,0,0,0,0,75,6,0,21,
Milana Dudieva,0,0,0,0,70,0,50,0,0,20,140004730
Yohan Lainesse,0,0,0,0,70,0,50,0,0,20,140001322
Seo Hee Ham,0,0,80,0,0,0,75,15,0,20,140004789
Jim Alers,0,0,0,0,70,0,50,0,0,20,140004405
Henry Martinez,0,0,0,0,70,0,50,0,0,20,140002520
Jason Young,0,0,80,0,0,0,75,15,0,20,140003667
Patrick Williams,0,90,0,0,0,0,75,5,0,20,140000725
Bruno Santos,0,0,0,0,70,0,50,0,0,20,140004697
Irwin Rivera,0,0,0,0,70,0,50,0,0,20,140000909
Danny Martinez,0,0,80,0,0,0,75,14,0,19,140004348
Tor Troeng,0,90,0,0,0,0,75,4,0,19,140004511
Jessin Ayari,0,0,0,0,70,0,75,23,0,18,140000868
Mallory Martin,0,90,0,0,0,0,75,3,0,18,140000562
Miranda Granger,0,0,80,0,0,0,75,13,0,18,140000515
Vagner Rocha,0,90,0,0,0,0,75,3,0,18,140004744
Rafael Alves,0,90,0,0,0,0,75,3,0,18,140000999
Vanessa Melo,0,0,80,0,0,0,75,12,0,17,140000612
Anderson Dos Santos,0,90,0,0,0,0,75,2,0,17,140000418
Rachael Ostovich,0,90,0,0,0,0,75,1,0,16,140000018
AJ Fletcher,0,90,0,0,0,0,75,1,0,16,140001146
Mike Rio,0,90,0,0,0,0,75,0,0,15,140004655
Louis Gaudinot,0,90,0,0,0,0,75,0,0,15,140004560
Liana Jojua,0,90,0,0,0,0,75,0,0,15,140000597
Jason Dent,0,90,0,0,0,0,75,0,0,15,140003565
Rolando Dy,0,0,80,0,0,0,75,9,0,14,140000780
Andreas Michailidis,0,0,80,0,0,0,75,8,0,13,140000938
Justin Jaynes,100,0,0,0,0,0,100,12,0,12,140000921
Oluwale Bamgbose,100,0,0,0,0,0,100,12,0,12,140004630
Rashad Coulter,0,0,80,0,0,0,75,6,0,11,140000759
Colton Smith,0,0,80,0,0,0,75,6,0,11,140004666
Brendan O'Reilly,0,0,80,0,0,0,75,4,0,9,140004638
Phil Harris,0,0,80,0,0,0,75,3,0,8,140004479
Joe Doerksen,0,180,0,0,0,0,175,2,0,7,140003973
Allan Zuniga,0,0,0,0,0,0,25,32,0,7,140000789
Mark Schultz,0,0,0,0,0,0,0,7,0,7,140004899
Alex Da Silva,0,0,80,0,0,0,75,2,0,7,
Jared Gooden,100,0,0,0,0,0,100,7,0,7,140001008
Rafael Cavalcante,100,0,0,0,0,0,100,7,0,7,140004599
Rolando Bedoya,0,0,0,0,0,0,50,56,0,6,140001702
Jordan Wright,100,0,0,0,0,0,125,31,0,6,140000772
Jordan Griffin,0,90,0,0,0,0,100,16,0,6,140000603
Maki Pitolo,100,0,0,0,0,0,125,30,0,5,140000450
Cody Pfister,0,0,80,0,0,0,75,0,0,5,140004363
Papy Abedi,0,0,0,0,70,0,75,10,0,5,140004460
Victoria Leonardo,0,0,80,0,0,0,75,0,0,5,140001079
Khalid Taha,100,0,0,0,0,0,100,5,0,5,140000255
Gasan Umalatov,0,0,80,0,0,0,75,0,0,5,140004719
Lauren Mueller,0,0,80,0,0,0,75,0,0,5,140000251
Kazuki Tokudome,0,0,80,0,0,0,75,0,0,5,140003096
Yao Zhikui,0,0,0,0,70,0,75,9,0,4,140004748
Felipe Olivieri,0,0,0,0,0,0,25,27,0,2,140002362
Chris Dempsey,0,0,0,0,70,0,75,7,0,2,140004522
Trevin Jones,100,0,0,0,0,0,100,2,0,2,140001010
Mike King,0,0,0,0,0,0,25,27,0,2,140004515
Junior Albini,100,0,0,0,0,0,100,2,0,2,140000033
Daniel Teymur,0,0,80,0,0,0,100,22,0,2,140000110
Cristiano Marcello,0,0,0,0,70,0,75,6,0,1,140003840
Sione Latu,0,0,0,0,0,0,0,0,0,0,140004866
Rogerio Bontorin,0,0,0,0,70,0,75,5,0,0,140000028
Andre Pederneiras,0,0,0,0,0,0,25,0,25,0,140004973
Journey Newson,0,0,80,0,0,0,100,20,0,0,140000436
Ikuhisa Minowa,0,0,0,0,0,0,0,0,0,0,140001991
Tim Hague,0,90,0,0,0,0,100,10,0,0,140003276
Chris Tuchscherer,0,0,0,75,0,0,75,0,0,0,140003852
Hayato Sakurai,0,0,0,0,0,0,25,0,25,0,140002121
Ryo Chonan,0,0,0,0,70,0,75,5,0,0,140003977
Dustin Stoltzfus,0,0,80,0,0,0,100,19,0,-1,140000964
Tom Niinimaki,0,0,0,0,70,0,75,4,0,-1,140004685
Viktor Pesta,0,0,80,0,0,0,100,18,0,-2,140004502
Duda Santana,0,0,0,0,0,0,25,23,0,-2,140000373
Vinny Magalhaes,0,90,0,0,0,0,100,7,0,-3,140004397
Tra Telligman,0,90,0,0,0,0,100,7,0,-3,140002890
Steve Steinbeiss,0,0,0,0,0,0,50,47,0,-3,140003901
Muin Gafurov,0,0,0,0,0,0,25,21,0,-4,140001168
Wu Yanan,0,90,0,0,0,0,125,31,0,-4,140000589
Brendan Loughnane,0,0,0,0,0,0,25,21,0,-4,140000406
Carmelo Marrero,0,0,0,0,70,0,75,0,0,-5,140003734
David Mitchell,0,0,80,0,0,0,100,15,0,-5,140004116
Darrell Horcher,0,0,0,0,70,0,75,0,0,-5,140000873
Alptekin Ozkilic,0,0,0,0,70,0,75,0,0,-5,140004706
Fabricio Camoes,0,90,0,0,0,0,100,5,0,-5,140004734
Hannah Goldy,0,90,0,0,0,0,100,5,0,-5,140000409
Thibault Gouti,100,0,0,0,0,0,125,19,0,-6,140000697
Dean Barry,0,0,0,0,0,0,25,18,0,-7,140001092
Nolan Ticman,0,0,0,0,0,0,50,43,0,-7,140004583
Dave Galera,0,0,0,0,0,0,25,17,0,-8,140001834
Jared Vanderaa,0,0,80,0,0,0,150,60,0,-10,140001062
David Zawada,0,90,0,0,0,0,100,0,0,-10,140000816
Alex Chambers,0,90,0,0,0,0,100,0,0,-10,140000863
Justin Buchholz,0,90,0,0,0,0,100,0,0,-10,140003416
Antonio McKee,0,0,0,0,0,0,25,15,0,-10,140001744
Henry Briones,0,90,0,0,0,0,100,0,0,-10,140000745
Marvin Eastman,0,0,80,0,0,0,100,9,0,-11,140002560
Joby Sanchez,0,0,0,0,70,0,100,18,0,-12,140000693
Daniel Spohn,0,0,0,0,0,0,25,13,0,-12,
Tyler Diamond,0,0,0,0,0,0,25,13,0,-12,140000788
Joe Merritt,0,0,0,0,0,0,25,12,0,-13,140004360
Albert Morales,0,0,0,0,70,0,100,17,0,-13,140000698
Maciej Jewtuszko,0,0,0,0,0,0,25,12,0,-13,140002543
Scott Junk,0,0,0,0,0,0,25,11,0,-14,140003830
Jared Rollins,0,0,0,0,0,0,25,11,0,-14,140004045
Wade Shipp,0,0,0,0,0,0,25,10,0,-15,140002006
Cameron Dollar,0,0,0,0,0,0,25,10,0,-15,140003507
Jorge Santiago,100,0,0,0,0,0,125,10,0,-15,140003487
Kiefer Crosbie,0,0,0,0,0,0,25,10,0,-15,140001151
Leonard Garcia,0,90,0,0,70,0,175,0,0,-15,140004437
Yoislandy Izquierdo,0,0,0,0,0,0,50,35,0,-15,140003217
Steve Nelmark,0,0,0,0,0,0,25,9,0,-16,140004877
Joshua Weems,0,0,0,0,0,0,25,9,0,-16,140001264
Nazareno Malegarie,0,0,0,0,0,0,25,9,0,-16,140004665
Matt Van Buren,0,0,0,0,0,0,50,34,0,-16,140004474
Alan Omer,0,0,0,0,0,0,50,34,0,-16,140004323
Anying Wang,0,0,0,0,0,0,25,8,0,-17,140003076
Willamy Freire,0,0,0,0,0,0,25,8,0,-17,140002079
Joey Roberts,0,0,0,0,0,0,25,8,0,-17,140004868
Melissa Martinez,0,0,0,0,0,0,25,7,0,-18,140001522
Johnny Rees,0,0,0,0,0,0,50,32,0,-18,140003587
Derrick Noble,0,0,0,0,0,0,25,7,0,-18,140002605
Nandor Guelmino,0,0,0,0,0,0,25,7,0,-18,140004489
Kelly Faszholz,0,0,0,0,0,0,50,31,0,-19,140002808
Kailin Curran,0,90,0,0,0,0,150,41,0,-19,140004768
Nissen Osterneck,0,0,0,0,0,0,25,6,0,-19,140002895
Alex Andrade,0,0,0,0,0,0,25,6,0,-19,140002238
Danillo Villefort,0,0,0,0,0,0,25,6,0,-19,140003720
Andy Ogle,0,0,80,0,0,0,125,25,0,-20,140004448
Allan Goes,0,0,0,0,0,0,25,5,0,-20,140004887
Jamie Yager,0,0,0,0,0,0,25,5,0,-20,140003757
Roger Zapata,0,0,0,0,0,0,25,5,0,-20,140004677
Christina Marks,0,0,0,0,0,0,25,4,0,-21,140004773
John Phillips,100,0,0,0,0,0,125,4,0,-21,140000186
Jeff Joslin,0,0,0,0,0,0,25,4,0,-21,140003959
Brandon Melendez,0,0,0,0,0,0,25,2,0,-23,140003407
Richard Crunkilton,0,0,0,0,0,0,25,2,0,-23,140001997
Rodolfo Rubio Perez,0,0,0,0,0,0,25,2,0,-23,
Lukasz Brzeski,0,0,0,0,0,0,75,52,0,-23,140001144
Yuki Sasaki,0,0,0,0,0,0,25,2,0,-23,140003395
Ernie Verdicia,0,0,0,0,0,0,25,2,0,-23,140004854
Azunna Anyanwu,0,0,0,0,0,0,25,1,0,-24,140004322
Tom Blackledge,0,0,0,0,0,0,25,1,0,-24,140002609
Harry Moskowitz,0,0,0,0,0,0,25,1,0,-24,140004972
Caros Fodor,0,0,0,0,0,0,25,1,0,-24,140002792
Liliya Shakirova,0,0,0,0,0,0,25,1,0,-24,140001060
Scott Fiedler,0,0,0,0,0,0,25,1,0,-24,140004934
Ariel Beck,0,0,0,0,0,0,25,1,0,-24,140004769
Dmitri Stepanov,0,0,0,0,0,0,25,1,0,-24,140004903
Paul Georgieff,0,0,0,0,0,0,25,1,0,-24,140004003
Marcus Bossett,0,0,0,0,0,0,25,1,0,-24,140004991
Paul Rodriguez,0,0,0,0,0,0,25,1,0,-24,140002217
David Hood,0,0,0,0,0,0,25,1,0,-24,140004952
Joao Roque,0,0,0,0,0,0,25,1,0,-24,140002199
Minoki Ichihara,0,0,0,0,0,0,25,1,0,-24,140004869
Jesse Sanders,0,0,0,0,0,0,25,0,0,-25,140002940
Darrill Schoonover,0,0,0,0,0,0,25,0,0,-25,140004246
Felix Lee Mitchell,0,0,0,0,0,0,25,0,0,-25,140004932
Sam Fulton,0,0,0,0,0,0,25,0,0,-25,140004967
Josh Hendricks,0,0,0,0,0,0,25,0,0,-25,140004098
Yuri Vaulin,0,0,0,0,0,0,25,0,0,-25,140004937
Donnie Chappell,0,0,0,0,0,0,25,0,0,-25,140004924
Tony Halme,0,0,0,0,0,0,25,0,0,-25,140004909
Justin Wren,0,0,0,0,0,0,25,0,0,-25,140004242
Marcus Jones,0,0,0,0,0,0,25,0,0,-25,140004254
Jason Fairn,0,0,0,0,0,0,25,0,0,-25,140004959
Ron van Clief,0,0,0,0,0,0,25,0,0,-25,140004963
John Polakowski,0,0,0,0,0,0,25,0,0,-25,140004181
Shane Primm,0,0,0,0,0,0,25,0,0,-25,140004207
Joe Son,0,0,0,0,0,0,25,0,0,-25,140004969
Jules Bruchez,0,0,0,0,0,0,25,0,0,-25,140004201
Melton Bowen,0,0,0,0,0,0,25,0,0,-25,140004974
Todd Butler,0,0,0,0,0,0,25,0,0,-25,140004941
Neil Wain,0,0,0,0,0,0,25,0,0,-25,140003937
Andy Anderson,0,0,0,0,0,0,25,0,0,-25,140004834
Emmanuel Yarborough,0,0,0,0,0,0,25,0,0,-25,140004914
Sean Daugherty,0,0,0,0,0,0,25,0,0,-25,140004802
Dante Rivera,0,0,0,0,0,0,25,0,0,-25,140003417
David Levicki,0,0,0,0,0,0,25,0,0,-25,140004828
James Giboo,0,0,0,0,0,0,25,0,0,-25,140003579
Thaddeus Luster,0,0,0,0,0,0,25,0,0,-25,140004842
Greg Stott,0,0,0,0,0,0,25,0,0,-25,140004982
Cale Yarbrough,0,0,0,0,0,0,25,0,0,-25,140003607
Robert Lucarelli,0,0,0,0,0,0,25,0,0,-25,140004850
Houston Dorr,0,0,0,0,0,0,25,0,0,-25,140004980
Alberta Cerra Leon,0,0,0,0,0,0,25,0,0,-25,140004859
